YYYYMM,DELHI-Thermal,DELHI-Natural Gas,DELHI-Nuclear,DELHI-Hydro,DELHI-Total,HARYANA-Thermal,HARYANA-Natural Gas,HARYANA-Nuclear,HARYANA-Hydro,HARYANA-Total,HIMACHAL PRADESH-Thermal,HIMACHAL PRADESH-Natural Gas,HIMACHAL PRADESH-Nuclear,HIMACHAL PRADESH-Hydro,HIMACHAL PRADESH-Total,JAMMU AND KASHMIR-Thermal,JAMMU AND KASHMIR-Natural Gas,JAMMU AND KASHMIR-Nuclear,JAMMU AND KASHMIR-Hydro,JAMMU AND KASHMIR-Total,PUNJAB-Thermal,PUNJAB-Natural Gas,PUNJAB-Nuclear,PUNJAB-Hydro,PUNJAB-Total,RAJASTHAN-Thermal,RAJASTHAN-Natural Gas,RAJASTHAN-Nuclear,RAJASTHAN-Hydro,RAJASTHAN-Total,UTTAR PRADESH-Thermal,UTTAR PRADESH-Natural Gas,UTTAR PRADESH-Nuclear,UTTAR PRADESH-Hydro,UTTAR PRADESH-Total,UTTARAKHAND-Thermal,UTTARAKHAND-Natural Gas,UTTARAKHAND-Nuclear,UTTARAKHAND-Hydro,UTTARAKHAND-Total,CHHATTISGARH-Thermal,CHHATTISGARH-Natural Gas,CHHATTISGARH-Nuclear,CHHATTISGARH-Hydro,CHHATTISGARH-Total,GOA-Thermal,GOA-Natural Gas,GOA-Nuclear,GOA-Hydro,GOA-Total,GUJARAT-Thermal,GUJARAT-Natural Gas,GUJARAT-Nuclear,GUJARAT-Hydro,GUJARAT-Total,MADHYA PRADESH-Thermal,MADHYA PRADESH-Natural Gas,MADHYA PRADESH-Nuclear,MADHYA PRADESH-Hydro,MADHYA PRADESH-Total,MAHARASHTRA-Thermal,MAHARASHTRA-Natural Gas,MAHARASHTRA-Nuclear,MAHARASHTRA-Hydro,MAHARASHTRA-Total,ANDHRA PRADESH-Thermal,ANDHRA PRADESH-Natural Gas,ANDHRA PRADESH-Nuclear,ANDHRA PRADESH-Hydro,ANDHRA PRADESH-Total,KARNATAKA-Thermal,KARNATAKA-Natural Gas,KARNATAKA-Nuclear,KARNATAKA-Hydro,KARNATAKA-Total,KERALA-Thermal,KERALA-Natural Gas,KERALA-Nuclear,KERALA-Hydro,KERALA-Total,LAKSHADWEEP-Thermal,LAKSHADWEEP-Natural Gas,LAKSHADWEEP-Nuclear,LAKSHADWEEP-Hydro,LAKSHADWEEP-Total,PUDUCHERRY-Thermal,PUDUCHERRY-Natural Gas,PUDUCHERRY-Nuclear,PUDUCHERRY-Hydro,PUDUCHERRY-Total,TAMIL NADU-Thermal,TAMIL NADU-Natural Gas,TAMIL NADU-Nuclear,TAMIL NADU-Hydro,TAMIL NADU-Total,ANDAMAN & NICOBAR ISLANDS-Thermal,ANDAMAN & NICOBAR ISLANDS-Natural Gas,ANDAMAN & NICOBAR ISLANDS-Nuclear,ANDAMAN & NICOBAR ISLANDS-Hydro,ANDAMAN & NICOBAR ISLANDS-Total,BIHAR-Thermal,BIHAR-Natural Gas,BIHAR-Nuclear,BIHAR-Hydro,BIHAR-Total,JHARKHAND-Thermal,JHARKHAND-Natural Gas,JHARKHAND-Nuclear,JHARKHAND-Hydro,JHARKHAND-Total,ODISHA-Thermal,ODISHA-Natural Gas,ODISHA-Nuclear,ODISHA-Hydro,ODISHA-Total,SIKKIM-Thermal,SIKKIM-Natural Gas,SIKKIM-Nuclear,SIKKIM-Hydro,SIKKIM-Total,WEST BENGAL-Thermal,WEST BENGAL-Natural Gas,WEST BENGAL-Nuclear,WEST BENGAL-Hydro,WEST BENGAL-Total,ARUNACHAL PRADESH-Thermal,ARUNACHAL PRADESH-Natural Gas,ARUNACHAL PRADESH-Nuclear,ARUNACHAL PRADESH-Hydro,ARUNACHAL PRADESH-Total,ASSAM-Thermal,ASSAM-Natural Gas,ASSAM-Nuclear,ASSAM-Hydro,ASSAM-Total,MANIPUR-Thermal,MANIPUR-Natural Gas,MANIPUR-Nuclear,MANIPUR-Hydro,MANIPUR-Total,MEGHALAYA-Thermal,MEGHALAYA-Natural Gas,MEGHALAYA-Nuclear,MEGHALAYA-Hydro,MEGHALAYA-Total,MIZORAM-Thermal,MIZORAM-Natural Gas,MIZORAM-Nuclear,MIZORAM-Hydro,MIZORAM-Total,NAGALAND-Thermal,NAGALAND-Natural Gas,NAGALAND-Nuclear,NAGALAND-Hydro,NAGALAND-Total,TRIPURA-Thermal,TRIPURA-Natural Gas,TRIPURA-Nuclear,TRIPURA-Hydro,TRIPURA-Total,TELANGANA-Thermal,TELANGANA-Natural Gas,TELANGANA-Nuclear,TELANGANA-Hydro,TELANGANA-Total,LADAKH-Thermal,LADAKH-Natural Gas,LADAKH-Nuclear,LADAKH-Hydro,LADAKH-Total,INDIA-Thermal,INDIA-Natural Gas,INDIA-Nuclear,INDIA-Hydro,INDIA-Total
201008,840,600.4,0,0,1440.4,2615,431.59,0,0,3046.59,0,0,0,6156.3,6156.3,0,175,0,2340,2515,2620,0,0,1051,3671,3885,863.13,1180,411,6339.13,11982,1493.14,440,501.6,14416.74,0,0,0,3026.35,3026.35,6980,0,0,120,7100,0,48,0,0,48,6080,4783.81,440,1990,13293.81,6192.5,0,0,2395,8587.5,9330,3312,1400,2887,16929,8019.3,2878.4,0,3666.35,14564.05,3914.42,220,660,3585.4,8379.82,234.6,533.58,0,1831.5,2599.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2108.2,9686.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3430,0,0,210,3640,3890,0,0,2027.5,5917.5,0,0,0,570,570,9375,170,0,1040.2,10585.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,89531.87,16304.05,4560,37033.4,147429.32
201009,840,600.4,0,0,1440.4,2560,431.59,0,0,2991.59,0,0,0,6348.3,6348.3,0,175,0,2340,2515,2620,0,0,1051,3671,3885,863.13,1180,411,6339.13,11982,1493.14,440,501.6,14416.74,0,0,0,3026.35,3026.35,6980,0,0,120,7100,0,48,0,0,48,6080,4783.81,440,1990,13293.81,6192.5,0,0,2395,8587.5,9630,3312,1400,2887,17229,8019.3,2878.4,0,3705.35,14603.05,3914.42,220,660,3585.4,8379.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,3890,0,0,2027.5,5917.5,0,0,0,570,570,9375,170,0,1040.2,10585.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,89416.87,16304.05,4560,37328.4,147609.32
201010,840,600.4,0,0,1440.4,3160,431.59,0,0,3591.59,0,0,0,6348.3,6348.3,0,175,0,2340,2515,2620,0,0,1051,3671,3885,863.13,1180,411,6339.13,11982,1493.14,440,501.6,14416.74,0,0,0,3026.35,3026.35,6980,0,0,120,7100,0,48,0,0,48,6080,4783.81,440,1990,13293.81,6192.5,0,0,2395,8587.5,9765,3312,1400,2887,17364,8019.3,2878.4,0,3705.35,14603.05,3914.42,220,660,3585.4,8379.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,4490,0,0,2027.5,6517.5,0,0,0,570,570,9875,170,0,1040.2,11085.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,91251.87,16304.05,4560,37328.4,149444.32
201011,840,850.4,0,0,1690.4,3660,431.59,0,0,4091.59,0,0,0,6348.3,6348.3,0,175,0,2340,2515,2620,0,0,1051,3671,3885,863.13,1180,411,6339.13,11982,1493.14,440,501.6,14416.74,0,0,0,3026.35,3026.35,6980,0,0,120,7100,0,48,0,0,48,6080,4783.81,440,1990,13293.81,6192.5,0,0,2395,8587.5,9765,3312,1400,2887,17364,8019.3,2878.4,0,3744.35,14642.05,3914.42,220,660,3585.4,8379.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,4490,0,0,2027.5,6517.5,0,0,0,570,570,9875,170,0,1040.2,11085.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,91751.87,16554.05,4560,37367.4,150233.32
201012,840,850.4,0,0,1690.4,3660,431.59,0,0,4091.59,0,0,0,6348.3,6348.3,0,175,0,2340,2515,2620,0,0,1051,3671,3885,863.13,1180,411,6339.13,11982,1493.14,440,501.6,14416.74,0,0,0,3026.35,3026.35,7480,0,0,120,7600,0,48,0,0,48,7070,4783.81,440,1990,14283.81,6192.5,0,0,2395,8587.5,10065,3072,1400,2887,17424,8019.3,2878.4,0,3744.35,14642.05,3914.42,220,660,3585.4,8379.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,5090,0,0,2027.5,7117.5,0,0,0,570,570,9875,170,0,1040.2,11085.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,94141.87,16314.05,4560,37367.4,152383.32
201101,840,921.9,0,0,1761.9,3660,431.59,0,0,4091.59,0,0,0,6348.3,6348.3,0,175,0,2340,2515,2620,0,0,1051,3671,3885,863.13,1180,411,6339.13,11982,1493.14,440,501.6,14416.74,0,0,0,3026.35,3026.35,7480,0,0,120,7600,0,48,0,0,48,7070,4783.81,440,1990,14283.81,6192.5,0,0,2395,8587.5,10200,3072,1400,2887,17559,8229.3,3098.4,0,3744.35,15072.05,3914.42,0,660,3585.4,8159.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,5090,0,0,2027.5,7117.5,0,0,0,570,570,9875,170,0,1040.2,11085.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,94486.87,16385.55,4560,37367.4,152799.82
201102,840,921.9,0,0,1761.9,3660,431.59,0,0,4091.59,0,0,0,6348.3,6348.3,0,175,0,2340,2515,2620,0,0,1051,3671,3885,863.13,1180,411,6464.13,11982,1493.14,440,501.6,14416.74,0,0,0,3026.35,3026.35,7480,0,0,120,7600,0,48,0,0,48,6850,4783.81,440,1990,14063.81,6192.5,0,0,2395,8587.5,10200,3072,1400,2887,17559,8229.3,3098.4,0,3744.35,15072.05,3914.42,0,660,3585.4,8159.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,5090,0,0,2027.5,7117.5,0,0,0,570,570,9875,170,0,1040.2,11085.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,94266.87,16385.55,4560,37367.4,152704.82
201103,840,1171.9,0,0,2011.9,3660,431.59,0,0,4091.59,0,0,0,6348.3,6348.3,0,175,0,2340,2515,2620,0,0,1051,3671,4010,863.13,1180,411,6464.13,11982,1493.14,440,501.6,14416.74,0,0,0,3126.35,3126.35,7480,0,0,120,7600,0,48,0,0,48,6850,4783.81,440,1990,14063.81,6192.5,0,0,2395,8587.5,10200,3072,1400,2887,17559,8229.3,3098.4,0,3744.35,15072.05,3914.42,0,880,3585.4,8379.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,5090,0,0,2027.5,7117.5,0,0,0,570,570,10375,170,0,1040.2,11585.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,94891.87,16635.55,4780,37467.4,153774.82
201104,840,1171.9,0,0,2011.9,3660,431.59,0,0,4091.59,0,0,0,6348.3,6348.3,0,175,0,2340,2515,2620,0,0,1051,3671,4010,863.13,1180,411,6464.13,11982,1493.14,440,501.6,14416.74,0,0,0,3226.35,3226.35,7480,0,0,120,7600,0,48,0,0,48,6850,4783.81,440,1990,14063.81,6192.5,0,0,2395,8587.5,10200,3072,1400,2887,17559,8729.3,3098.4,0,3744.35,15572.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,5090,0,0,2027.5,7117.5,0,0,0,570,570,10875,170,0,1040.2,12085.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,96491.87,16635.55,4780,37567.4,155474.82
201105,840,1171.9,0,0,2011.9,3660,431.59,0,0,4091.59,0,0,0,6598.3,6598.3,0,175,0,2340,2515,2620,0,0,1051,3671,4010,863.13,1180,411,6464.13,11982,1493.14,440,501.6,14416.74,0,0,0,3226.35,3226.35,7480,0,0,120,7600,0,48,0,0,48,6850,4783.81,440,1990,14063.81,6192.5,0,0,2395,8587.5,10635,3072,1400,2887,17994,8729.3,3098.4,0,3744.35,15572.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,5090,0,0,2027.5,7117.5,0,0,0,570,570,10875,170,0,1040.2,12085.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,96926.87,16635.55,4780,37817.4,156159.82
201106,840,1171.9,0,0,2011.9,3660,431.59,0,0,4091.59,0,0,0,6598.3,6598.3,0,175,0,2340,2515,2620,0,0,1051,3671,4010,863.13,1180,411,6464.13,11982,1493.14,440,501.6,14416.74,0,0,0,3226.35,3226.35,7480,0,0,120,7600,0,48,0,0,48,6850,4783.81,440,1990,14063.81,6192.5,0,0,2395,8587.5,10490,3072,1400,2887,17849,8729.3,3098.4,0,3783.35,15611.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3070,0,0,210,3280,5090,0,0,2027.5,7117.5,0,0,0,570,570,10875,170,0,1040.2,12085.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,96781.87,16635.55,4780,37856.4,156053.82
201107,840,1171.9,0,0,2011.9,3660,431.59,0,0,4091.59,0,0,0,6848.3,6848.3,0,175,0,2340,2515,2620,0,0,1051,3671,4010,863.13,1180,411,6464.13,11982,1493.14,440,501.6,14416.74,0,0,0,3226.35,3226.35,8140,0,0,120,8260,0,48,0,0,48,6850,4783.81,440,1990,14063.81,6192.5,0,0,2395,8587.5,10490,3072,1400,2887,17849,9229.3,3098.4,0,3783.35,16111.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3570,0,0,210,3780,5090,0,0,2027.5,7117.5,0,0,0,570,570,11650,170,0,1040.2,12860.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,99216.87,16635.55,4780,38106.4,158738.82
201108,840,1171.9,0,0,2011.9,3660,431.59,0,0,4091.59,0,0,0,6948.3,6948.3,0,175,0,2340,2515,2620,0,0,1051,3671,4010,863.13,1180,411,6464.13,11982,1493.14,440,501.6,14416.74,0,0,0,3226.35,3226.35,8140,0,0,120,8260,0,48,0,0,48,7510,4783.81,440,1990,14723.81,6192.5,0,0,2395,8587.5,10990,3072,1400,2887,18349,9229.3,3098.4,0,3783.35,16111.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,4095,0,0,210,4305,5690,0,0,2027.5,7717.5,0,0,0,570,570,11625,170,0,1040.2,12835.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,101476.87,16635.55,4780,38206.4,161098.82
201109,840,1208.4,0,0,2048.4,3660,431.59,0,0,4091.59,0,0,0,7448.3,7448.3,0,175,0,2340,2515,2620,0,0,1051,3671,4010,863.13,1180,411,6464.13,11982,1493.14,440,501.6,14416.74,0,0,0,3226.35,3226.35,8140,0,0,120,8260,0,48,0,0,48,7510,4783.81,440,1990,14723.81,6192.5,0,0,2395,8587.5,10990,3072,1400,2887,18349,9229.3,3098.4,0,3783.35,16111.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,4095,0,0,210,4305,5690,0,0,2027.5,7717.5,0,0,0,570,570,11625,170,0,1040.2,12835.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,101476.87,16672.05,4780,38706.4,161635.32
201110,840,1208.4,0,0,2048.4,3660,431.59,0,0,4091.59,0,0,0,7448.3,7448.3,0,175,0,2340,2515,2620,0,0,1051,3671,4010,863.13,1180,411,6464.13,12367,1493.14,440,501.6,14801.74,0,0,0,3226.35,3226.35,8140,0,0,120,8260,0,48,0,0,48,7510,4783.81,440,1990,14723.81,6192.5,0,0,2395,8587.5,11290,3072,1400,2887,18649,9229.3,3098.4,0,3783.35,16111.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,4095,0,0,210,4305,5690,0,0,2027.5,7717.5,0,0,0,570,570,11625,170,0,1040.2,12835.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,102161.87,16672.05,4780,38706.4,162320.32
201111,840,1208.4,0,0,2048.4,4160,431.59,0,0,4591.59,0,0,0,7448.3,7448.3,0,175,0,2340,2515,2620,0,0,1051,3671,4280,863.13,1180,411,6734.13,13567,1493.14,440,501.6,16001.74,0,0,0,3226.35,3226.35,8140,0,0,120,8260,0,48,0,0,48,8170,4783.81,440,1990,15383.81,6192.5,0,0,2395,8587.5,11290,3072,1400,2887,18649,9229.3,3098.4,0,3783.35,16111.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,4095,0,0,210,4305,5690,0,0,2027.5,7717.5,0,0,0,570,570,11625,170,0,1040.2,12835.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,104791.87,16672.05,4780,38706.4,164950.32
201112,840,1208.4,0,0,2048.4,4160,431.59,0,0,4591.59,0,0,0,7448.3,7448.3,0,175,0,2340,2515,2620,0,0,1051,3671,4280,863.13,1180,411,6734.13,13912,1493.14,440,501.6,16346.74,0,0,0,3226.35,3226.35,8998,0,0,120,9118,0,48,0,0,48,8170,4783.81,440,1990,15383.81,6192.5,0,0,2395,8587.5,11290,3072,1400,2887,18649,9229.3,3098.4,0,3783.35,16111.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,4095,0,0,210,4305,5690,0,0,2027.5,7717.5,0,0,0,570,570,11625,170,0,1040.2,12835.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,248,248,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,105994.87,16672.05,4780,38748.4,166195.32
201201,840,1208.4,0,0,2048.4,4820,431.59,0,0,5251.59,0,0,0,7448.3,7448.3,0,175,0,2340,2515,2620,0,0,1051,3671,4280,863.13,1180,411,6734.13,14002,1493.14,440,501.6,16436.74,0,0,0,3226.35,3226.35,8998,0,0,120,9118,0,48,0,0,48,8170,4783.81,440,1990,15383.81,6192.5,0,0,2395,8587.5,11290,3072,1400,2887,18649,9229.3,3098.4,0,3783.35,16111.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2122.2,9700.2,40.05,0,0,0,40.05,2870,0,0,0,2870,4095,0,0,210,4305,5690,0,0,2027.5,7717.5,0,0,0,570,570,11625,170,0,1040.2,12835.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,248,248,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,106744.87,16672.05,4780,38748.4,166945.32
201202,840,1208.4,0,0,2048.4,4820,431.59,0,0,5251.59,0,0,0,7448.3,7448.3,0,175,0,2340,2515,2620,0,0,1051,3671,4280,863.13,1180,411,6734.13,14182,1493.14,440,501.6,16616.74,0,0,0,3326.35,3326.35,9033,0,0,120,9153,0,48,0,0,48,9570,5134.81,440,1990,17134.81,6192.5,0,0,2395,8587.5,11536,3072,1400,2887,18895,9229.3,3098.4,0,3783.35,16111.05,4514.42,0,880,3585.4,8979.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7388,0,440,2122.2,9950.2,40.05,0,0,0,40.05,2870,0,0,0,2870,4095,0,0,210,4305,5690,0,0,2027.5,7717.5,0,0,0,570,570,11625,170,0,1040.2,12835.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,248,248,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,108855.87,17023.05,4780,38848.4,169507.32
201203,840,1458.4,0,0,2298.4,4820,431.59,0,0,5251.59,0,0,0,7448.3,7448.3,0,175,0,2340,2515,2620,0,0,1051,3671,4280,863.13,1180,411,6734.13,14427,1493.14,440,501.6,16861.74,0,0,0,3426.35,3426.35,9033,0,0,120,9153,0,48,0,0,48,10890,5134.81,440,1990,18454.81,6192.5,0,0,2395,8587.5,12536,3072,1400,2887,19895,9879.3,3098.4,0,3783.35,16761.05,5014.42,0,880,3585.4,9479.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7888,0,440,2122.2,10450.2,40.05,0,0,0,40.05,2870,0,0,0,2870,4095,0,0,210,4305,5690,0,0,2027.5,7717.5,0,0,0,570,570,12125,170,0,1040.2,13335.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,290,290,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,113570.87,17273.05,4780,38990.4,174614.32
201204,840,1458.4,0,0,2298.4,5480,431.59,0,0,5911.59,0,0,0,7448.3,7448.3,0,175,0,2340,2515,2620,0,0,1051,3671,4280,863.13,1180,411,6734.13,14427,1493.14,440,501.6,16861.74,0,0,0,3426.35,3426.35,9033,0,0,120,9153,0,48,0,0,48,10890,5134.81,440,1990,18454.81,6192.5,0,0,2395,8587.5,13036,3072,1400,2887,20395,9879.3,3370.4,0,3783.35,17033.05,5014.42,0,880,3585.4,9479.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7888,0,440,2122.2,10450.2,40.05,0,0,0,40.05,2770,0,0,0,2770,4620,0,0,210,4830,5690,0,0,2027.5,7717.5,0,0,0,570,570,12125,170,0,1040.2,13335.2,0,0,0,405,405,60,567.2,0,325,952.2,36,0,0,105,141,0,0,0,290,290,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,115155.87,17582.25,4780,38990.4,176508.52
201205,840,1458.4,0,0,2298.4,5480,431.59,0,0,5911.59,0,0,0,7448.3,7448.3,0,175,0,2340,2515,2620,0,0,1051,3671,4280,863.13,1180,411,6734.13,14833,1493.14,440,501.6,17267.74,0,0,0,3426.35,3426.35,9033,0,0,120,9153,0,48,0,0,48,10890,5134.81,440,1990,18454.81,6192.5,0,0,2395,8587.5,12846,3072,1400,2887,20205,9879.3,3370.4,0,3783.35,17033.05,5014.42,0,880,3585.4,9479.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7888,0,440,2122.2,10450.2,40.05,0,0,0,40.05,2770,0,0,0,2770,4620,0,0,210,4830,6290,0,0,2027.5,8317.5,0,0,0,570,570,12065,170,0,1040.2,13275.2,0,0,0,405,405,60,567.2,0,325,952.2,36,0,0,105,141,0,0,0,290,290,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,115911.87,17582.25,4780,38990.4,177264.52
201206,840,1458.4,0,0,2298.4,5480,431.59,0,0,5911.59,0,0,0,7595.3,7595.3,0,175,0,2340,2515,2620,0,0,1051,3671,4280,863.13,1180,411,6734.13,15333,1493.14,440,501.6,17767.74,0,0,0,3426.35,3426.35,9828,0,0,120,9948,0,48,0,0,48,11490,5134.81,440,1990,19054.81,6192.5,0,0,2395,8587.5,12846,3072,1400,2887,20205,9879.3,3370.4,0,3783.35,17033.05,5014.42,0,880,3585.4,9479.82,234.6,533.58,0,1881.5,2649.68,0,0,0,0,0,0,32.5,0,0,32.5,7888,0,440,2122.2,10450.2,40.05,0,0,0,40.05,2770,0,0,0,2770,4620,0,0,210,4830,6290,0,0,2027.5,8317.5,0,0,0,570,570,12065,170,0,1040.2,13275.2,0,0,0,405,405,60,567.2,0,325,952.2,36,0,0,105,141,0,0,0,290,290,0,0,0,0,0,0,0,0,75,75,0,232.5,0,0,232.5,0,0,0,0,0,0,0,0,0,0,117806.87,17582.25,4780,39137.4,179306.52
