YYYY-MM,State,Type,Source,Capacity_MW
01-01-2022,Chandigarh,Renewable,Solar Hybrid,0
01-01-2022,Chandigarh,Renewable,Solar Offgrid,0.81
01-01-2022,Chandigarh,Renewable,Solar Rooftop,46.3
01-01-2022,Chandigarh,Renewable,Wind,0
01-01-2022,Chhatisgarh,Non-Renewable,Hydro,120
01-01-2022,Chhatisgarh,Non-Renewable,Natural Gas,0
01-01-2022,Chhatisgarh,Non-Renewable,Nuclear,0
01-01-2022,Chhatisgarh,Non-Renewable,Thermal,23688
01-01-2022,Chhatisgarh,Renewable,Bio Bagasse Cogen,272.09
01-01-2022,Chhatisgarh,Renewable,Bio Other Cogen,2.5
01-01-2022,Chhatisgarh,Renewable,Bio Waste,0
01-01-2022,Chhatisgarh,Renewable,Bio Waster Offgrid,0.41
01-01-2022,Chhatisgarh,Renewable,Small Hydro,76
01-01-2022,Chhatisgarh,Renewable,Solar Ground,283.64
01-01-2022,Chhatisgarh,Renewable,Solar Ground Based,0
01-01-2022,Chhatisgarh,Renewable,Solar Hybrid,0
01-01-2022,Chhatisgarh,Renewable,Solar Offgrid,192.75
01-01-2022,Chhatisgarh,Renewable,Solar Rooftop,35.77
01-01-2022,Chhatisgarh,Renewable,Wind,0
01-01-2022,Dadar & Nagar Haveli,Renewable,Bio Bagasse Cogen,0
01-01-2022,Dadar & Nagar Haveli,Renewable,Bio Other Cogen,0
01-01-2022,Dadar & Nagar Haveli,Renewable,Bio Waste,0
01-01-2022,Dadar & Nagar Haveli,Renewable,Bio Waster Offgrid,0
01-01-2022,Dadar & Nagar Haveli,Renewable,Small Hydro,0
01-01-2022,Dadar & Nagar Haveli,Renewable,Solar Ground,2.49
01-01-2022,Dadar & Nagar Haveli,Renewable,Solar Ground Based,0
01-01-2022,Dadar & Nagar Haveli,Renewable,Solar Hybrid,0
01-01-2022,Dadar & Nagar Haveli,Renewable,Solar Offgrid,0
01-01-2022,Dadar & Nagar Haveli,Renewable,Solar Rooftop,2.97
01-01-2022,Dadar & Nagar Haveli,Renewable,Wind,0
01-01-2022,Daman & Diu,Renewable,Bio Bagasse Cogen,0
01-01-2022,Daman & Diu,Renewable,Bio Other Cogen,0
01-01-2022,Daman & Diu,Renewable,Bio Waste,0
01-01-2022,Daman & Diu,Renewable,Bio Waster Offgrid,0
01-01-2022,Daman & Diu,Renewable,Small Hydro,0
01-01-2022,Daman & Diu,Renewable,Solar Ground,10.15
01-01-2022,Daman & Diu,Renewable,Solar Ground Based,0
01-01-2022,Daman & Diu,Renewable,Solar Hybrid,0
01-01-2022,Daman & Diu,Renewable,Solar Offgrid,0
01-01-2022,Daman & Diu,Renewable,Solar Rooftop,30.57
01-01-2022,Daman & Diu,Renewable,Wind,0
01-01-2022,Delhi,Non-Renewable,Hydro,0
01-01-2022,Delhi,Non-Renewable,Natural Gas,2208.4
01-01-2022,Delhi,Non-Renewable,Nuclear,0
01-01-2022,Delhi,Non-Renewable,Thermal,0
01-01-2022,Delhi,Renewable,Bio Bagasse Cogen,0
01-01-2022,Delhi,Renewable,Bio Other Cogen,0
01-01-2022,Delhi,Renewable,Bio Waste,52
01-01-2022,Delhi,Renewable,Bio Waster Offgrid,0
01-01-2022,Delhi,Renewable,Small Hydro,0
01-01-2022,Delhi,Renewable,Solar Ground,8.96
01-01-2022,Delhi,Renewable,Solar Ground Based,0
01-01-2022,Delhi,Renewable,Solar Hybrid,0
01-01-2022,Delhi,Renewable,Solar Offgrid,1.46
01-01-2022,Delhi,Renewable,Solar Rooftop,200.7
01-01-2022,Delhi,Renewable,Wind,0
01-01-2022,Goa,Non-Renewable,Hydro,0
01-01-2022,Goa,Non-Renewable,Natural Gas,48
01-01-2022,Goa,Non-Renewable,Nuclear,0
01-01-2022,Goa,Non-Renewable,Thermal,0
01-01-2022,Goa,Renewable,Bio Bagasse Cogen,0
01-01-2022,Goa,Renewable,Bio Other Cogen,0
01-01-2022,Goa,Renewable,Bio Waste,0.34
01-01-2022,Goa,Renewable,Bio Waster Offgrid,0
01-01-2022,Goa,Renewable,Small Hydro,0.05
01-01-2022,Goa,Renewable,Solar Ground,0.95
01-01-2022,Goa,Renewable,Solar Ground Based,0
01-01-2022,Goa,Renewable,Solar Hybrid,0
01-01-2022,Goa,Renewable,Solar Offgrid,0.12
01-01-2022,Goa,Renewable,Solar Rooftop,17.93
01-01-2022,Goa,Renewable,Wind,0
01-01-2022,Gujarat,Non-Renewable,Hydro,1990
01-01-2022,Gujarat,Non-Renewable,Natural Gas,7551.41
01-01-2022,Gujarat,Non-Renewable,Nuclear,440
01-01-2022,Gujarat,Non-Renewable,Thermal,16092
01-01-2022,Gujarat,Renewable,Bio Bagasse Cogen,65.3
01-01-2022,Gujarat,Renewable,Bio Other Cogen,12
01-01-2022,Gujarat,Renewable,Bio Waste,7.5
01-01-2022,Gujarat,Renewable,Bio Waster Offgrid,22.58
01-01-2022,Gujarat,Renewable,Small Hydro,84.89
01-01-2022,Gujarat,Renewable,Solar Ground,4590.23
01-01-2022,Gujarat,Renewable,Solar Ground Based,0
01-01-2022,Gujarat,Renewable,Solar Hybrid,0
01-01-2022,Gujarat,Renewable,Solar Offgrid,41.03
01-01-2022,Gujarat,Renewable,Solar Rooftop,1678.66
01-01-2022,Gujarat,Renewable,Wind,9015.72
01-01-2022,Haryana,Non-Renewable,Hydro,0
01-01-2022,Haryana,Non-Renewable,Natural Gas,431.59
01-01-2022,Haryana,Non-Renewable,Nuclear,0
01-01-2022,Haryana,Non-Renewable,Thermal,5330
01-01-2022,Haryana,Renewable,Bio Bagasse Cogen,121.4
01-01-2022,Haryana,Renewable,Bio Other Cogen,89.26
01-01-2022,Haryana,Renewable,Bio Waste,9.2
01-01-2022,Haryana,Renewable,Bio Waster Offgrid,6.14
01-01-2022,Haryana,Renewable,Small Hydro,73.5
01-01-2022,Haryana,Renewable,Solar Ground,195.8
01-01-2022,Haryana,Renewable,Solar Ground Based,0
01-01-2022,Haryana,Renewable,Solar Hybrid,0
01-01-2022,Haryana,Renewable,Solar Offgrid,194.18
01-01-2022,Haryana,Renewable,Solar Rooftop,397.4
01-01-2022,Haryana,Renewable,Wind,0
01-01-2022,Himachal Pradesh,Non-Renewable,Hydro,10065.02
01-01-2022,Himachal Pradesh,Non-Renewable,Natural Gas,0
01-01-2022,Himachal Pradesh,Non-Renewable,Nuclear,0
01-01-2022,Himachal Pradesh,Non-Renewable,Thermal,0
01-01-2022,Himachal Pradesh,Renewable,Bio Bagasse Cogen,0
01-01-2022,Himachal Pradesh,Renewable,Bio Other Cogen,9.2
01-01-2022,Himachal Pradesh,Renewable,Bio Waste,0
01-01-2022,Himachal Pradesh,Renewable,Bio Waster Offgrid,1
01-01-2022,Himachal Pradesh,Renewable,Small Hydro,954.11
01-01-2022,Himachal Pradesh,Renewable,Solar Ground,25.75
01-01-2022,Himachal Pradesh,Renewable,Solar Ground Based,0
01-01-2022,Himachal Pradesh,Renewable,Solar Hybrid,0
01-01-2022,Himachal Pradesh,Renewable,Solar Offgrid,22.45
01-01-2022,Himachal Pradesh,Renewable,Solar Rooftop,19.31
01-01-2022,Himachal Pradesh,Renewable,Wind,0
01-01-2022,Jammu & Kashmir,Non-Renewable,Hydro,3360
01-01-2022,Jammu & Kashmir,Non-Renewable,Natural Gas,175
01-01-2022,Jammu & Kashmir,Non-Renewable,Nuclear,0
01-01-2022,Jammu & Kashmir,Non-Renewable,Thermal,0
01-01-2022,Jammu & Kashmir,Renewable,Bio Bagasse Cogen,0
01-01-2022,Jammu & Kashmir,Renewable,Bio Other Cogen,0
01-01-2022,Jammu & Kashmir,Renewable,Bio Waste,0
01-01-2022,Jammu & Kashmir,Renewable,Bio Waster Offgrid,0
01-01-2022,Jammu & Kashmir,Renewable,Small Hydro,144.68
01-01-2022,Jammu & Kashmir,Renewable,Solar Ground,2.49
01-01-2022,Jammu & Kashmir,Renewable,Solar Ground Based,0
01-01-2022,Jammu & Kashmir,Renewable,Solar Hybrid,0
01-01-2022,Jammu & Kashmir,Renewable,Solar Offgrid,22.38
01-01-2022,Jammu & Kashmir,Renewable,Solar Rooftop,22
01-01-2022,Jammu & Kashmir,Renewable,Wind,0
01-01-2022,Jharkhand,Non-Renewable,Hydro,210
01-01-2022,Jharkhand,Non-Renewable,Natural Gas,0
01-01-2022,Jharkhand,Non-Renewable,Nuclear,0
01-01-2022,Jharkhand,Non-Renewable,Thermal,4250
01-01-2022,Jharkhand,Renewable,Bio Bagasse Cogen,0
01-01-2022,Jharkhand,Renewable,Bio Other Cogen,4.3
01-01-2022,Jharkhand,Renewable,Bio Waste,0
01-01-2022,Jharkhand,Renewable,Bio Waster Offgrid,0
01-01-2022,Jharkhand,Renewable,Small Hydro,4.05
01-01-2022,Jharkhand,Renewable,Solar Ground,19.05
01-01-2022,Jharkhand,Renewable,Solar Ground Based,0
01-01-2022,Jharkhand,Renewable,Solar Hybrid,0
01-01-2022,Jharkhand,Renewable,Solar Offgrid,34.53
01-01-2022,Jharkhand,Renewable,Solar Rooftop,34.51
01-01-2022,Jharkhand,Renewable,Wind,0
01-01-2022,Karnataka,Non-Renewable,Hydro,3689.2
01-01-2022,Karnataka,Non-Renewable,Natural Gas,0
01-01-2022,Karnataka,Non-Renewable,Nuclear,880
01-01-2022,Karnataka,Non-Renewable,Thermal,9505.2
01-01-2022,Karnataka,Renewable,Bio Bagasse Cogen,1867.1
01-01-2022,Karnataka,Renewable,Bio Other Cogen,20.2
01-01-2022,Karnataka,Renewable,Bio Waste,1
01-01-2022,Karnataka,Renewable,Bio Waster Offgrid,13.85
01-01-2022,Karnataka,Renewable,Small Hydro,1280.73
01-01-2022,Karnataka,Renewable,Solar Ground,7166.26
01-01-2022,Karnataka,Renewable,Solar Ground Based,0
01-01-2022,Karnataka,Renewable,Solar Hybrid,0
01-01-2022,Karnataka,Renewable,Solar Offgrid,30.31
01-01-2022,Karnataka,Renewable,Solar Rooftop,338.35
01-01-2022,Karnataka,Renewable,Wind,5077.2
01-01-2022,Kerala,Non-Renewable,Hydro,1856.5
01-01-2022,Kerala,Non-Renewable,Natural Gas,533.58
01-01-2022,Kerala,Non-Renewable,Nuclear,0
01-01-2022,Kerala,Non-Renewable,Thermal,159.96
01-01-2022,Kerala,Renewable,Bio Bagasse Cogen,0
01-01-2022,Kerala,Renewable,Bio Other Cogen,2.27
01-01-2022,Kerala,Renewable,Bio Waste,0
01-01-2022,Kerala,Renewable,Bio Waster Offgrid,0.23
01-01-2022,Kerala,Renewable,Small Hydro,242.52
01-01-2022,Kerala,Renewable,Solar Ground,150
01-01-2022,Kerala,Renewable,Solar Ground Based,0
01-01-2022,Kerala,Renewable,Solar Hybrid,0
01-01-2022,Kerala,Renewable,Solar Offgrid,20.59
01-01-2022,Kerala,Renewable,Solar Rooftop,174.69
01-01-2022,Kerala,Renewable,Wind,62.5
01-01-2022,Ladakh,Non-Renewable,Hydro,89
01-01-2022,Ladakh,Non-Renewable,Natural Gas,0
01-01-2022,Ladakh,Non-Renewable,Nuclear,0
01-01-2022,Ladakh,Non-Renewable,Thermal,0
01-01-2022,Ladakh,Renewable,Bio Bagasse Cogen,0
01-01-2022,Ladakh,Renewable,Bio Other Cogen,0
01-01-2022,Ladakh,Renewable,Bio Waste,0
01-01-2022,Ladakh,Renewable,Bio Waster Offgrid,0
01-01-2022,Ladakh,Renewable,Small Hydro,39.64
01-01-2022,Ladakh,Renewable,Solar Ground,6
01-01-2022,Ladakh,Renewable,Solar Ground Based,0
01-01-2022,Ladakh,Renewable,Solar Hybrid,0
01-01-2022,Ladakh,Renewable,Solar Offgrid,0
01-01-2022,Ladakh,Renewable,Solar Rooftop,1.8
01-01-2022,Ladakh,Renewable,Wind,0
01-01-2022,Lakshadweep,Non-Renewable,Hydro,0
01-01-2022,Lakshadweep,Non-Renewable,Natural Gas,0
01-01-2022,Lakshadweep,Non-Renewable,Nuclear,0
01-01-2022,Lakshadweep,Non-Renewable,Thermal,0
01-01-2022,Lakshwadeep,Renewable,Bio Bagasse Cogen,0
01-01-2022,Lakshwadeep,Renewable,Bio Other Cogen,0
01-01-2022,Lakshwadeep,Renewable,Bio Waste,0
01-01-2022,Lakshwadeep,Renewable,Bio Waster Offgrid,0
01-01-2022,Lakshwadeep,Renewable,Small Hydro,0
01-01-2022,Lakshwadeep,Renewable,Solar Ground,0.75
01-01-2022,Lakshwadeep,Renewable,Solar Ground Based,0
01-01-2022,Lakshwadeep,Renewable,Solar Hybrid,0
01-01-2022,Lakshwadeep,Renewable,Solar Offgrid,2.52
01-01-2022,Lakshwadeep,Renewable,Solar Rooftop,0
01-01-2022,Lakshwadeep,Renewable,Wind,0
01-01-2022,Madhya Pradesh,Non-Renewable,Hydro,2235
01-01-2022,Madhya Pradesh,Non-Renewable,Natural Gas,0
01-01-2022,Madhya Pradesh,Non-Renewable,Nuclear,0
01-01-2022,Madhya Pradesh,Non-Renewable,Thermal,21950
01-01-2022,Madhya Pradesh,Renewable,Bio Bagasse Cogen,92.5
01-01-2022,Madhya Pradesh,Renewable,Bio Other Cogen,14.85
01-01-2022,Madhya Pradesh,Renewable,Bio Waste,15.4
01-01-2022,Madhya Pradesh,Renewable,Bio Waster Offgrid,5.25
01-01-2022,Madhya Pradesh,Renewable,Small Hydro,99.71
01-01-2022,Madhya Pradesh,Renewable,Solar Ground,2432.02
01-01-2022,Madhya Pradesh,Renewable,Solar Ground Based,0
01-01-2022,Madhya Pradesh,Renewable,Solar Hybrid,0
01-01-2022,Madhya Pradesh,Renewable,Solar Offgrid,81.63
01-01-2022,Madhya Pradesh,Renewable,Solar Rooftop,172.95
01-01-2022,Madhya Pradesh,Renewable,Wind,2519.89
01-01-2022,Maharashtra,Non-Renewable,Hydro,3047
01-01-2022,Maharashtra,Non-Renewable,Natural Gas,3207.08
01-01-2022,Maharashtra,Non-Renewable,Nuclear,1400
01-01-2022,Maharashtra,Non-Renewable,Thermal,23856
01-01-2022,Maharashtra,Renewable,Bio Bagasse Cogen,2568
01-01-2022,Maharashtra,Renewable,Bio Other Cogen,16.4
01-01-2022,Maharashtra,Renewable,Bio Waste,12.59
01-01-2022,Maharashtra,Renewable,Bio Waster Offgrid,35.16
01-01-2022,Maharashtra,Renewable,Small Hydro,381.08
01-01-2022,Maharashtra,Renewable,Solar Ground,1646.24
01-01-2022,Maharashtra,Renewable,Solar Ground Based,0
01-01-2022,Maharashtra,Renewable,Solar Hybrid,0
01-01-2022,Maharashtra,Renewable,Solar Offgrid,35.66
01-01-2022,Maharashtra,Renewable,Solar Rooftop,921.31
01-01-2022,Maharashtra,Renewable,Wind,5012.83
01-01-2022,Manipur,Non-Renewable,Hydro,105
01-01-2022,Manipur,Non-Renewable,Natural Gas,0
01-01-2022,Manipur,Non-Renewable,Nuclear,0
01-01-2022,Manipur,Non-Renewable,Thermal,36
01-01-2022,Manipur,Renewable,Bio Bagasse Cogen,0
01-01-2022,Manipur,Renewable,Bio Other Cogen,0
01-01-2022,Manipur,Renewable,Bio Waste,0
01-01-2022,Manipur,Renewable,Bio Waster Offgrid,0
01-01-2022,Manipur,Renewable,Small Hydro,5.45
01-01-2022,Manipur,Renewable,Solar Ground,0
01-01-2022,Manipur,Renewable,Solar Ground Based,0
01-01-2022,Manipur,Renewable,Solar Hybrid,0
01-01-2022,Manipur,Renewable,Solar Offgrid,5.88
01-01-2022,Manipur,Renewable,Solar Rooftop,6.36
01-01-2022,Manipur,Renewable,Wind,0
01-01-2022,Meghalaya,Non-Renewable,Hydro,322
01-01-2022,Meghalaya,Non-Renewable,Natural Gas,0
01-01-2022,Meghalaya,Non-Renewable,Nuclear,0
01-01-2022,Meghalaya,Non-Renewable,Thermal,0
01-01-2022,Meghalaya,Renewable,Bio Bagasse Cogen,0
01-01-2022,Meghalaya,Renewable,Bio Other Cogen,13.8
01-01-2022,Meghalaya,Renewable,Bio Waste,0
01-01-2022,Meghalaya,Renewable,Bio Waster Offgrid,0
01-01-2022,Meghalaya,Renewable,Small Hydro,32.53
01-01-2022,Meghalaya,Renewable,Solar Ground,0
01-01-2022,Meghalaya,Renewable,Solar Ground Based,0
01-01-2022,Meghalaya,Renewable,Solar Hybrid,0
01-01-2022,Meghalaya,Renewable,Solar Offgrid,3.94
01-01-2022,Meghalaya,Renewable,Solar Rooftop,0.21
01-01-2022,Meghalaya,Renewable,Wind,0
01-01-2022,Mizoram,Non-Renewable,Hydro,60
01-01-2022,Mizoram,Non-Renewable,Natural Gas,0
01-01-2022,Mizoram,Non-Renewable,Nuclear,0
01-01-2022,Mizoram,Non-Renewable,Thermal,0
01-01-2022,Mizoram,Renewable,Bio Bagasse Cogen,0
01-01-2022,Mizoram,Renewable,Bio Other Cogen,0
01-01-2022,Mizoram,Renewable,Bio Waste,0
01-01-2022,Mizoram,Renewable,Bio Waster Offgrid,0
01-01-2022,Mizoram,Renewable,Small Hydro,36.47
01-01-2022,Mizoram,Renewable,Solar Ground,0.1
01-01-2022,Mizoram,Renewable,Solar Ground Based,0
01-01-2022,Mizoram,Renewable,Solar Hybrid,0
01-01-2022,Mizoram,Renewable,Solar Offgrid,6.35
01-01-2022,Mizoram,Renewable,Solar Rooftop,1.43
01-01-2022,Mizoram,Renewable,Wind,0
01-01-2022,Nagaland,Non-Renewable,Hydro,75
01-01-2022,Nagaland,Non-Renewable,Natural Gas,0
01-01-2022,Nagaland,Non-Renewable,Nuclear,0
01-01-2022,Nagaland,Non-Renewable,Thermal,0
01-01-2022,Nagaland,Renewable,Bio Bagasse Cogen,0
01-01-2022,Nagaland,Renewable,Bio Other Cogen,0
01-01-2022,Nagaland,Renewable,Bio Waste,0
01-01-2022,Nagaland,Renewable,Bio Waster Offgrid,0
01-01-2022,Nagaland,Renewable,Small Hydro,30.67
01-01-2022,Nagaland,Renewable,Solar Ground,0
01-01-2022,Nagaland,Renewable,Solar Ground Based,0
01-01-2022,Nagaland,Renewable,Solar Hybrid,0
01-01-2022,Nagaland,Renewable,Solar Offgrid,2.04
01-01-2022,Nagaland,Renewable,Solar Rooftop,1
01-01-2022,Nagaland,Renewable,Wind,0
01-01-2022,Odisha,Non-Renewable,Hydro,2154.55
01-01-2022,Odisha,Non-Renewable,Natural Gas,0
01-01-2022,Odisha,Non-Renewable,Nuclear,0
01-01-2022,Odisha,Non-Renewable,Thermal,9540
01-01-2022,Odisha,Renewable,Bio Bagasse Cogen,50.4
01-01-2022,Odisha,Renewable,Bio Other Cogen,8.82
01-01-2022,Odisha,Renewable,Bio Waste,0
01-01-2022,Odisha,Renewable,Bio Waster Offgrid,0
01-01-2022,Odisha,Renewable,Small Hydro,106.63
01-01-2022,Odisha,Renewable,Solar Ground,383.56
01-01-2022,Odisha,Renewable,Solar Ground Based,0
01-01-2022,Odisha,Renewable,Solar Hybrid,0
01-01-2022,Odisha,Renewable,Solar Offgrid,25.97
01-01-2022,Odisha,Renewable,Solar Rooftop,21.66
01-01-2022,Odisha,Renewable,Wind,0
01-01-2022,Others,Renewable,Bio Bagasse Cogen,0
01-01-2022,Others,Renewable,Bio Other Cogen,0
01-01-2022,Others,Renewable,Bio Waste,0
01-01-2022,Others,Renewable,Bio Waster Offgrid,0
01-01-2022,Others,Renewable,Small Hydro,0
01-01-2022,Others,Renewable,Solar Ground,0
01-01-2022,Others,Renewable,Solar Ground Based,0
01-01-2022,Others,Renewable,Solar Hybrid,0
01-01-2022,Others,Renewable,Solar Offgrid,45.01
01-01-2022,Others,Renewable,Solar Rooftop,0
01-01-2022,Others,Renewable,Wind,4.3
01-01-2022,Pondicherry,Non-Renewable,Hydro,0
01-01-2022,Pondicherry,Non-Renewable,Natural Gas,32.5
01-01-2022,Pondicherry,Non-Renewable,Nuclear,0
01-01-2022,Pondicherry,Non-Renewable,Thermal,0
01-01-2022,Pondicherry,Renewable,Bio Bagasse Cogen,0
01-01-2022,Pondicherry,Renewable,Bio Other Cogen,0
01-01-2022,Pondicherry,Renewable,Bio Waste,0
01-01-2022,Pondicherry,Renewable,Bio Waster Offgrid,0
01-01-2022,Pondicherry,Renewable,Small Hydro,0
01-01-2022,Pondicherry,Renewable,Solar Ground,0.8
01-01-2022,Pondicherry,Renewable,Solar Ground Based,0
01-01-2022,Pondicherry,Renewable,Solar Hybrid,0
01-01-2022,Pondicherry,Renewable,Solar Offgrid,0.18
01-01-2022,Pondicherry,Renewable,Solar Rooftop,11.07
01-01-2022,Pondicherry,Renewable,Wind,0
01-01-2022,Punjab,Non-Renewable,Hydro,1096.3
01-01-2022,Punjab,Non-Renewable,Natural Gas,0
01-01-2022,Punjab,Non-Renewable,Nuclear,0
01-01-2022,Punjab,Non-Renewable,Thermal,5680
01-01-2022,Punjab,Renewable,Bio Bagasse Cogen,299.5
01-01-2022,Punjab,Renewable,Bio Other Cogen,173.95
01-01-2022,Punjab,Renewable,Bio Waste,10.75
01-01-2022,Punjab,Renewable,Bio Waster Offgrid,7.45
01-01-2022,Punjab,Renewable,Small Hydro,176.1
01-01-2022,Punjab,Renewable,Solar Ground,828.58
01-01-2022,Punjab,Renewable,Solar Ground Based,0
01-01-2022,Punjab,Renewable,Solar Hybrid,0
01-01-2022,Punjab,Renewable,Solar Offgrid,47.27
01-01-2022,Punjab,Renewable,Solar Rooftop,222.51
01-01-2022,Punjab,Renewable,Wind,0
01-01-2022,Rajasthan,Non-Renewable,Hydro,411
01-01-2022,Rajasthan,Non-Renewable,Natural Gas,1023.13
01-01-2022,Rajasthan,Non-Renewable,Nuclear,1180
01-01-2022,Rajasthan,Non-Renewable,Thermal,10480
01-01-2022,Rajasthan,Renewable,Bio Bagasse Cogen,119.25
01-01-2022,Rajasthan,Renewable,Bio Other Cogen,2
01-01-2022,Rajasthan,Renewable,Bio Waste,0
01-01-2022,Rajasthan,Renewable,Bio Waster Offgrid,3.83
01-01-2022,Rajasthan,Renewable,Small Hydro,23.85
01-01-2022,Rajasthan,Renewable,Solar Ground,9521.2
01-01-2022,Rajasthan,Renewable,Solar Ground Based,0
01-01-2022,Rajasthan,Renewable,Solar Hybrid,0
01-01-2022,Rajasthan,Renewable,Solar Offgrid,296.09
01-01-2022,Rajasthan,Renewable,Solar Rooftop,689.66
01-01-2022,Rajasthan,Renewable,Wind,4326.82
01-01-2022,Sikkim,Non-Renewable,Hydro,2282
01-01-2022,Sikkim,Non-Renewable,Natural Gas,0
01-01-2022,Sikkim,Non-Renewable,Nuclear,0
01-01-2022,Sikkim,Non-Renewable,Thermal,0
01-01-2022,Sikkim,Renewable,Bio Bagasse Cogen,0
01-01-2022,Sikkim,Renewable,Bio Other Cogen,0
01-01-2022,Sikkim,Renewable,Bio Waste,0
01-01-2022,Sikkim,Renewable,Bio Waster Offgrid,0
01-01-2022,Sikkim,Renewable,Small Hydro,52.11
01-01-2022,Sikkim,Renewable,Solar Ground,0
01-01-2022,Sikkim,Renewable,Solar Ground Based,0
01-01-2022,Sikkim,Renewable,Solar Hybrid,0
01-01-2022,Sikkim,Renewable,Solar Offgrid,1.89
01-01-2022,Sikkim,Renewable,Solar Rooftop,2.76
01-01-2022,Sikkim,Renewable,Wind,0
01-01-2022,Tamil Nadu,Non-Renewable,Hydro,2178.2
01-01-2022,Tamil Nadu,Non-Renewable,Natural Gas,1017.18
01-01-2022,Tamil Nadu,Non-Renewable,Nuclear,2440
01-01-2022,Tamil Nadu,Non-Renewable,Thermal,13896.701
01-01-2022,Tamil Nadu,Renewable,Bio Bagasse Cogen,969.1
01-01-2022,Tamil Nadu,Renewable,Bio Other Cogen,43.55
01-01-2022,Tamil Nadu,Renewable,Bio Waste,6.4
01-01-2022,Tamil Nadu,Renewable,Bio Waster Offgrid,20.86
01-01-2022,Tamil Nadu,Renewable,Small Hydro,123.05
01-01-2022,Tamil Nadu,Renewable,Solar Ground,4506.85
01-01-2022,Tamil Nadu,Renewable,Solar Ground Based,0
01-01-2022,Tamil Nadu,Renewable,Solar Hybrid,0
01-01-2022,Tamil Nadu,Renewable,Solar Offgrid,54.03
01-01-2022,Tamil Nadu,Renewable,Solar Rooftop,333.61
01-01-2022,Tamil Nadu,Renewable,Wind,9856.92
01-01-2022,Telangana,Non-Renewable,Hydro,2405.6
01-01-2022,Telangana,Non-Renewable,Natural Gas,0
01-01-2022,Telangana,Non-Renewable,Nuclear,0
01-01-2022,Telangana,Non-Renewable,Thermal,7842.5
01-01-2022,Telangana,Renewable,Bio Bagasse Cogen,158.1
01-01-2022,Telangana,Renewable,Bio Other Cogen,2
01-01-2022,Telangana,Renewable,Bio Waste,45.8
01-01-2022,Telangana,Renewable,Bio Waster Offgrid,13.84
01-01-2022,Telangana,Renewable,Small Hydro,90.87
01-01-2022,Telangana,Renewable,Solar Ground,4088.29
01-01-2022,Telangana,Renewable,Solar Ground Based,0
01-01-2022,Telangana,Renewable,Solar Hybrid,0
01-01-2022,Telangana,Renewable,Solar Offgrid,8.66
01-01-2022,Telangana,Renewable,Solar Rooftop,219.34
01-01-2022,Telangana,Renewable,Wind,128.1
01-01-2022,Tripura,Non-Renewable,Hydro,0
01-01-2022,Tripura,Non-Renewable,Natural Gas,1099.6
01-01-2022,Tripura,Non-Renewable,Nuclear,0
01-01-2022,Tripura,Non-Renewable,Thermal,0
01-01-2022,Tripura,Renewable,Bio Bagasse Cogen,0
01-01-2022,Tripura,Renewable,Bio Other Cogen,0
01-01-2022,Tripura,Renewable,Bio Waste,0
01-01-2022,Tripura,Renewable,Bio Waster Offgrid,0
01-01-2022,Tripura,Renewable,Small Hydro,16.01
01-01-2022,Tripura,Renewable,Solar Ground,5
01-01-2022,Tripura,Renewable,Solar Ground Based,0
01-01-2022,Tripura,Renewable,Solar Hybrid,0
01-01-2022,Tripura,Renewable,Solar Offgrid,5.46
01-01-2022,Tripura,Renewable,Solar Rooftop,4.41
01-01-2022,Tripura,Renewable,Wind,0
01-01-2022,Uttar Pradesh,Non-Renewable,Hydro,501.6
01-01-2022,Uttar Pradesh,Non-Renewable,Natural Gas,1493.14
01-01-2022,Uttar Pradesh,Non-Renewable,Nuclear,440
01-01-2022,Uttar Pradesh,Non-Renewable,Thermal,24389
01-01-2022,Uttar Pradesh,Renewable,Bio Bagasse Cogen,1957.5
01-01-2022,Uttar Pradesh,Renewable,Bio Other Cogen,159.76
01-01-2022,Uttar Pradesh,Renewable,Bio Waste,0
01-01-2022,Uttar Pradesh,Renewable,Bio Waster Offgrid,62.41
01-01-2022,Uttar Pradesh,Renewable,Small Hydro,49.1
01-01-2022,Uttar Pradesh,Renewable,Solar Ground,1831.5
01-01-2022,Uttar Pradesh,Renewable,Solar Ground Based,0
01-01-2022,Uttar Pradesh,Renewable,Solar Hybrid,0
01-01-2022,Uttar Pradesh,Renewable,Solar Offgrid,134.12
01-01-2022,Uttar Pradesh,Renewable,Solar Rooftop,258.78
01-01-2022,Uttar Pradesh,Renewable,Wind,0
01-01-2022,Uttarakhand,Non-Renewable,Hydro,3855.35
01-01-2022,Uttarakhand,Non-Renewable,Natural Gas,450
01-01-2022,Uttarakhand,Non-Renewable,Nuclear,0
01-01-2022,Uttarakhand,Non-Renewable,Thermal,0
01-01-2022,Uttarakhand,Renewable,Bio Bagasse Cogen,72.72
01-01-2022,Uttarakhand,Renewable,Bio Other Cogen,57.5
01-01-2022,Uttarakhand,Renewable,Bio Waste,0
01-01-2022,Uttarakhand,Renewable,Bio Waster Offgrid,9.22
01-01-2022,Uttarakhand,Renewable,Small Hydro,214.32
01-01-2022,Uttarakhand,Renewable,Solar Ground,277.78
01-01-2022,Uttarakhand,Renewable,Solar Ground Based,0
01-01-2022,Uttarakhand,Renewable,Solar Hybrid,0
01-01-2022,Uttarakhand,Renewable,Solar Offgrid,12.43
01-01-2022,Uttarakhand,Renewable,Solar Rooftop,262.71
01-01-2022,Uttarakhand,Renewable,Wind,0
