YYYY-MM,State,Type,Source,Capacity_MW
2022-02,Uttarakhand,Renewable,Bio Bagasse Cogen,72.72
2022-02,Uttarakhand,Renewable,Bio Other Cogen,57.5
2022-02,Uttarakhand,Renewable,Bio Waster Offgrid,9.22
2022-02,Uttarakhand,Renewable,Small Hydro,214.32
2022-02,Uttarakhand,Renewable,Solar Ground,277.78
2022-02,Uttarakhand,Renewable,Solar Offgrid,12.43
2022-02,Uttarakhand,Renewable,Solar Rooftop,262.71
2022-02,West Bengal,Non-Renewable,Hydro,1341.2
2022-02,West Bengal,Non-Renewable,Natural Gas,80
2022-02,West Bengal,Non-Renewable,Thermal,14177
2022-02,West Bengal,Renewable,Bio Bagasse Cogen,300
2022-02,West Bengal,Renewable,Bio Other Cogen,19.92
2022-02,West Bengal,Renewable,Bio Waster Offgrid,2.53
2022-02,West Bengal,Renewable,Small Hydro,98.5
2022-02,West Bengal,Renewable,Solar Ground,100
2022-02,West Bengal,Renewable,Solar Offgrid,12.96
2022-02,West Bengal,Renewable,Solar Rooftop,53.04
2019-03,Andaman & Nicobar,Non-Renewable,Thermal,40.05
2019-03,Andaman & Nicobar,Renewable,Small Hydro,5.25
2019-03,Andaman & Nicobar,Renewable,Solar Ground,7.6
2019-03,Andaman & Nicobar,Renewable,Solar Rooftop,4.13
2019-03,Andhra Pradesh,Non-Renewable,Hydro,1610
2019-03,Andhra Pradesh,Non-Renewable,Natural Gas,4880.4
2019-03,Andhra Pradesh,Non-Renewable,Thermal,11626.8
2019-03,Andhra Pradesh,Renewable,Bio Bagasse Cogen,378.2
2019-03,Andhra Pradesh,Renewable,Bio Other Cogen,98.98
2019-03,Andhra Pradesh,Renewable,Bio Waste,23.16
2019-03,Andhra Pradesh,Renewable,Small Hydro,162.11
2019-03,Andhra Pradesh,Renewable,Solar Ground,3027.15
2019-03,Andhra Pradesh,Renewable,Solar Rooftop,58.53
2019-03,Andhra Pradesh,Renewable,Wind,4090.45
2019-03,Arunachal Pradesh,Non-Renewable,Hydro,515
2019-03,Arunachal Pradesh,Renewable,Small Hydro,131.105
2019-03,Arunachal Pradesh,Renewable,Solar Ground,1.27
2019-03,Arunachal Pradesh,Renewable,Solar Rooftop,4.12
2019-03,Assam,Non-Renewable,Hydro,300
2019-03,Assam,Non-Renewable,Natural Gas,619.2
2019-03,Assam,Non-Renewable,Thermal,750
2019-03,Assam,Renewable,Small Hydro,34.11
2019-03,Assam,Renewable,Solar Ground,10.67
2019-03,Assam,Renewable,Solar Rooftop,11.73
2019-03,Bihar,Non-Renewable,Thermal,5730
2019-03,Bihar,Renewable,Bio Bagasse Cogen,113
2019-03,Bihar,Renewable,Bio Other Cogen,8.2
2019-03,Bihar,Renewable,Small Hydro,70.7
2019-03,Bihar,Renewable,Solar Ground,138.93
2019-03,Bihar,Renewable,Solar Rooftop,3.52
2019-03,Chandigarh,Renewable,Solar Ground,6.34
2019-03,Chandigarh,Renewable,Solar Rooftop,28.37
2019-03,Chhatisgarh,Non-Renewable,Hydro,120
2019-03,Chhatisgarh,Non-Renewable,Thermal,23328
2019-03,Chhatisgarh,Renewable,Bio Bagasse Cogen,228
2019-03,Chhatisgarh,Renewable,Bio Other Cogen,2.5
2019-03,Chhatisgarh,Renewable,Small Hydro,76
2019-03,Chhatisgarh,Renewable,Solar Ground,215.83
2019-03,Chhatisgarh,Renewable,Solar Rooftop,15.52
2019-03,Dadar & Nagar Haveli,Renewable,Solar Ground,2.49
2019-03,Dadar & Nagar Haveli,Renewable,Solar Rooftop,2.97
2019-03,Daman & Diu,Renewable,Solar Ground,10.15
2019-03,Daman & Diu,Renewable,Solar Rooftop,4.32
2019-03,Delhi,Non-Renewable,Natural Gas,2208.4
2019-03,Delhi,Non-Renewable,Thermal,135
2019-03,Delhi,Renewable,Bio Waste,52
2019-03,Delhi,Renewable,Solar Ground,8.96
2019-03,Delhi,Renewable,Solar Rooftop,117.93
2019-03,Goa,Non-Renewable,Natural Gas,48
2019-03,Goa,Renewable,Small Hydro,0.05
2019-03,Goa,Renewable,Solar Ground,0.95
2019-03,Goa,Renewable,Solar Rooftop,2.97
2019-03,Gujarat,Non-Renewable,Hydro,1990
2019-03,Gujarat,Non-Renewable,Natural Gas,7551.41
2019-03,Gujarat,Non-Renewable,Nuclear,440
2019-03,Gujarat,Non-Renewable,Thermal,15492
2019-03,Gujarat,Renewable,Bio Bagasse Cogen,65.3
2019-03,Gujarat,Renewable,Bio Other Cogen,12
2019-03,Gujarat,Renewable,Small Hydro,61.3
2019-03,Gujarat,Renewable,Solar Ground,2113.46
2019-03,Gujarat,Renewable,Solar Rooftop,326.67
2019-03,Gujarat,Renewable,Wind,6073.07
2019-03,Haryana,Non-Renewable,Natural Gas,431.59
2019-03,Haryana,Non-Renewable,Thermal,5540
2019-03,Haryana,Renewable,Bio Bagasse Cogen,121.4
2019-03,Haryana,Renewable,Bio Other Cogen,84.26
2019-03,Haryana,Renewable,Small Hydro,73.5
2019-03,Haryana,Renewable,Solar Ground,130.8
2019-03,Haryana,Renewable,Solar Rooftop,93.72
2019-03,Himachal Pradesh,Non-Renewable,Hydro,9854.32
2019-03,Himachal Pradesh,Renewable,Bio Other Cogen,7.2
2019-03,Himachal Pradesh,Renewable,Small Hydro,860.61
2019-03,Himachal Pradesh,Renewable,Solar Ground,17
2019-03,Himachal Pradesh,Renewable,Solar Rooftop,5.68
2019-03,Jammu & Kashmir,Non-Renewable,Hydro,3449
2019-03,Jammu & Kashmir,Non-Renewable,Natural Gas,175
2019-03,Jammu & Kashmir,Renewable,Small Hydro,179.03
2019-03,Jammu & Kashmir,Renewable,Solar Ground,8.49
2019-03,Jammu & Kashmir,Renewable,Solar Rooftop,6.34
2019-03,Jharkhand,Non-Renewable,Hydro,210
2019-03,Jharkhand,Non-Renewable,Thermal,4590
2019-03,Jharkhand,Renewable,Bio Other Cogen,4.3
2019-03,Jharkhand,Renewable,Small Hydro,4.05
2019-03,Jharkhand,Renewable,Solar Ground,19.05
2019-03,Jharkhand,Renewable,Solar Rooftop,15.9
2019-03,Karnataka,Non-Renewable,Hydro,3644.2
2019-03,Karnataka,Non-Renewable,Nuclear,880
2019-03,Karnataka,Non-Renewable,Thermal,9633.12
2019-03,Karnataka,Renewable,Bio Bagasse Cogen,1783.6
2019-03,Karnataka,Renewable,Bio Other Cogen,15.2
2019-03,Karnataka,Renewable,Bio Waste,1
2019-03,Karnataka,Renewable,Small Hydro,1254.73
2019-03,Karnataka,Renewable,Solar Ground,5936.06
2019-03,Karnataka,Renewable,Solar Rooftop,159.5
2019-03,Karnataka,Renewable,Wind,4694.9
2019-03,Kerala,Non-Renewable,Hydro,1856.5
2019-03,Kerala,Non-Renewable,Natural Gas,533.58
2019-03,Kerala,Non-Renewable,Thermal,159.96
2019-03,Kerala,Renewable,Bio Other Cogen,0.72
2019-03,Kerala,Renewable,Small Hydro,222.02
2019-03,Kerala,Renewable,Solar Ground,100
2019-03,Kerala,Renewable,Solar Rooftop,38.59
2019-03,Kerala,Renewable,Wind,52.5
2019-03,Lakshwadeep,Renewable,Solar Ground,0.75
2019-03,Madhya Pradesh,Non-Renewable,Hydro,2395
2019-03,Madhya Pradesh,Non-Renewable,Thermal,19785
2019-03,Madhya Pradesh,Renewable,Bio Bagasse Cogen,93
2019-03,Madhya Pradesh,Renewable,Bio Other Cogen,12.35
2019-03,Madhya Pradesh,Renewable,Bio Waste,15.4
2019-03,Madhya Pradesh,Renewable,Small Hydro,95.91
2019-03,Madhya Pradesh,Renewable,Solar Ground,1806.53
2019-03,Madhya Pradesh,Renewable,Solar Rooftop,33.63
2019-03,Madhya Pradesh,Renewable,Wind,2519.89
2019-03,Maharashtra,Non-Renewable,Hydro,2887
2019-03,Maharashtra,Non-Renewable,Natural Gas,3207.08
2019-03,Maharashtra,Non-Renewable,Nuclear,1400
2019-03,Maharashtra,Non-Renewable,Thermal,25886
2019-03,Maharashtra,Renewable,Bio Bagasse Cogen,2499.7
2019-03,Maharashtra,Renewable,Bio Other Cogen,16.4
2019-03,Maharashtra,Renewable,Bio Waste,12.59
2019-03,Maharashtra,Renewable,Small Hydro,375.57
2019-03,Maharashtra,Renewable,Solar Ground,1447.3
2019-03,Maharashtra,Renewable,Solar Rooftop,186.24
2019-03,Maharashtra,Renewable,Wind,4794.13
2019-03,Manipur,Non-Renewable,Hydro,105
2019-03,Manipur,Non-Renewable,Thermal,36
2019-03,Manipur,Renewable,Small Hydro,5.45
2019-03,Manipur,Renewable,Solar Rooftop,3.44
2019-03,Meghalaya,Non-Renewable,Hydro,372
2019-03,Meghalaya,Renewable,Bio Other Cogen,13.8
2019-03,Meghalaya,Renewable,Small Hydro,32.53
2019-03,Meghalaya,Renewable,Solar Rooftop,0.12
2019-03,Mizoram,Non-Renewable,Hydro,60
2019-03,Mizoram,Renewable,Small Hydro,36.47
2019-03,Mizoram,Renewable,Solar Ground,0.1
2019-03,Mizoram,Renewable,Solar Rooftop,0.4
2019-03,Nagaland,Non-Renewable,Hydro,75
2019-03,Nagaland,Renewable,Small Hydro,30.67
2019-03,Nagaland,Renewable,Solar Rooftop,1
2019-03,Odisha,Non-Renewable,Hydro,2142.25
2019-03,Odisha,Non-Renewable,Thermal,7680
2019-03,Odisha,Renewable,Bio Bagasse Cogen,50.4
2019-03,Odisha,Renewable,Bio Other Cogen,8.82
2019-03,Odisha,Renewable,Small Hydro,64.625
2019-03,Odisha,Renewable,Solar Ground,383.56
2019-03,Odisha,Renewable,Solar Rooftop,11.17
2019-03,Others,Renewable,Wind,4.3
2019-03,Pondicherry,Non-Renewable,Natural Gas,32.5
2019-03,Pondicherry,Renewable,Solar Ground,0.03
2019-03,Pondicherry,Renewable,Solar Rooftop,3.11
2019-03,Punjab,Non-Renewable,Hydro,1051
2019-03,Punjab,Non-Renewable,Thermal,5680
2019-03,Punjab,Renewable,Bio Bagasse Cogen,194
2019-03,Punjab,Renewable,Bio Other Cogen,123.1
2019-03,Punjab,Renewable,Bio Waste,9.25
2019-03,Punjab,Renewable,Small Hydro,173.55
2019-03,Punjab,Renewable,Solar Ground,828.1
2019-03,Punjab,Renewable,Solar Rooftop,77.52
2019-03,Rajasthan,Non-Renewable,Hydro,411
2019-03,Rajasthan,Non-Renewable,Natural Gas,1023.13
2019-03,Rajasthan,Non-Renewable,Nuclear,1180
2019-03,Rajasthan,Non-Renewable,Thermal,9160
2019-03,Rajasthan,Renewable,Bio Bagasse Cogen,119.3
2019-03,Rajasthan,Renewable,Bio Other Cogen,2
2019-03,Rajasthan,Renewable,Small Hydro,23.85
2019-03,Rajasthan,Renewable,Solar Ground,3072.43
2019-03,Rajasthan,Renewable,Solar Rooftop,154.36
2019-03,Rajasthan,Renewable,Wind,4299.72
2019-03,Sikkim,Non-Renewable,Hydro,2169
2019-03,Sikkim,Renewable,Small Hydro,52.11
2019-03,Sikkim,Renewable,Solar Rooftop,0.01
2019-03,Tamil Nadu,Non-Renewable,Hydro,2178.2
2019-03,Tamil Nadu,Non-Renewable,Natural Gas,1017.18
2019-03,Tamil Nadu,Non-Renewable,Nuclear,2440
2019-03,Tamil Nadu,Non-Renewable,Thermal,12871.7
2019-03,Tamil Nadu,Renewable,Bio Bagasse Cogen,969
2019-03,Tamil Nadu,Renewable,Bio Other Cogen,28.55
2019-03,Tamil Nadu,Renewable,Bio Waste,6.4
2019-03,Tamil Nadu,Renewable,Small Hydro,123.05
2019-03,Tamil Nadu,Renewable,Solar Ground,2432.27
2019-03,Tamil Nadu,Renewable,Solar Rooftop,142.95
2019-03,Tamil Nadu,Renewable,Wind,8968.905
2019-03,Telangana,Non-Renewable,Hydro,2405.6
2019-03,Telangana,Non-Renewable,Thermal,7482.5
2019-03,Telangana,Renewable,Bio Bagasse Cogen,158.1
2019-03,Telangana,Renewable,Bio Other Cogen,1
2019-03,Telangana,Renewable,Bio Waste,18.5
2019-03,Telangana,Renewable,Small Hydro,90.87
2019-03,Telangana,Renewable,Solar Ground,3519.27
2019-03,Telangana,Renewable,Solar Rooftop,72.82
2019-03,Telangana,Renewable,Wind,128.1
2019-03,Tripura,Non-Renewable,Natural Gas,1132.1
2019-03,Tripura,Renewable,Small Hydro,16.01
2019-03,Tripura,Renewable,Solar Ground,5
2019-03,Tripura,Renewable,Solar Rooftop,0.09
2019-03,Uttar Pradesh,Non-Renewable,Hydro,501.6
2019-03,Uttar Pradesh,Non-Renewable,Natural Gas,1493.14
2019-03,Uttar Pradesh,Non-Renewable,Nuclear,440
2019-03,Uttar Pradesh,Non-Renewable,Thermal,21749
2019-03,Uttar Pradesh,Renewable,Bio Bagasse Cogen,1957.5
2019-03,Uttar Pradesh,Renewable,Bio Other Cogen,158.01
2019-03,Uttar Pradesh,Renewable,Small Hydro,25.1
2019-03,Uttar Pradesh,Renewable,Solar Ground,844
2019-03,Uttar Pradesh,Renewable,Solar Rooftop,116.1
2019-03,Uttarakhand,Non-Renewable,Hydro,3756.35
2019-03,Uttarakhand,Non-Renewable,Natural Gas,450
2019-03,Uttarakhand,Renewable,Bio Bagasse Cogen,73
2019-03,Uttarakhand,Renewable,Bio Other Cogen,57.5
2019-03,Uttarakhand,Renewable,Small Hydro,214.32
2019-03,Uttarakhand,Renewable,Solar Ground,239.78
2019-03,Uttarakhand,Renewable,Solar Rooftop,66.97
2019-03,West Bengal,Non-Renewable,Hydro,1341.2
2019-03,West Bengal,Non-Renewable,Natural Gas,80
2019-03,West Bengal,Non-Renewable,Thermal,14275
2019-03,West Bengal,Renewable,Bio Bagasse Cogen,300
2019-03,West Bengal,Renewable,Bio Other Cogen,19.92
2019-03,West Bengal,Renewable,Small Hydro,98.5
2019-03,West Bengal,Renewable,Solar Ground,50
2019-03,West Bengal,Renewable,Solar Rooftop,25.95
2020-03,Andaman & Nicobar,Non-Renewable,Thermal,40.048
2020-03,Andaman & Nicobar,Renewable,Small Hydro,5.25
2020-03,Andaman & Nicobar,Renewable,Solar Ground,7.6
2020-03,Andaman & Nicobar,Renewable,Solar Rooftop,4.59
2020-03,Andhra Pradesh,Non-Renewable,Hydro,1610
2020-03,Andhra Pradesh,Non-Renewable,Natural Gas,4898.544
2020-03,Andhra Pradesh,Non-Renewable,Thermal,11626.8
2020-03,Andhra Pradesh,Renewable,Bio Bagasse Cogen,378.2
2020-03,Andhra Pradesh,Renewable,Bio Other Cogen,98.98
2020-03,Andhra Pradesh,Renewable,Bio Waste,23.16
2020-03,Andhra Pradesh,Renewable,Small Hydro,162.11
2020-03,Andhra Pradesh,Renewable,Solar Ground,3521.99
2020-03,Andhra Pradesh,Renewable,Solar Rooftop,88.03
2020-03,Andhra Pradesh,Renewable,Wind,4092.45
2020-03,Arunachal Pradesh,Non-Renewable,Hydro,815
2020-03,Arunachal Pradesh,Renewable,Small Hydro,131.105
2020-03,Arunachal Pradesh,Renewable,Solar Ground,1.27
2020-03,Arunachal Pradesh,Renewable,Solar Rooftop,4.34
2020-03,Assam,Non-Renewable,Hydro,350
2020-03,Assam,Non-Renewable,Natural Gas,619.205
2020-03,Assam,Non-Renewable,Thermal,750
2020-03,Assam,Renewable,Small Hydro,34.11
2020-03,Assam,Renewable,Solar Ground,10.67
2020-03,Assam,Renewable,Solar Rooftop,30.56
2020-03,Bihar,Non-Renewable,Thermal,6390
2020-03,Bihar,Renewable,Bio Bagasse Cogen,113
2020-03,Bihar,Renewable,Bio Other Cogen,8.2
2020-03,Bihar,Renewable,Small Hydro,70.7
2020-03,Bihar,Renewable,Solar Ground,138.93
2020-03,Bihar,Renewable,Solar Rooftop,12.64
2020-03,Chandigarh,Renewable,Solar Ground,6.34
2020-03,Chandigarh,Renewable,Solar Rooftop,34.21
2020-03,Chhatisgarh,Non-Renewable,Hydro,120
2020-03,Chhatisgarh,Non-Renewable,Thermal,23128
2020-03,Chhatisgarh,Renewable,Bio Bagasse Cogen,242
2020-03,Chhatisgarh,Renewable,Bio Other Cogen,2.5
2020-03,Chhatisgarh,Renewable,Small Hydro,76
2020-03,Chhatisgarh,Renewable,Solar Ground,215.83
2020-03,Chhatisgarh,Renewable,Solar Rooftop,15.52
2020-03,Dadar & Nagar Haveli,Renewable,Solar Ground,2.49
2020-03,Dadar & Nagar Haveli,Renewable,Solar Rooftop,2.97
2020-03,Daman & Diu,Renewable,Solar Ground,10.15
2020-03,Daman & Diu,Renewable,Solar Rooftop,9.71
2020-03,Delhi,Non-Renewable,Natural Gas,2208.4
2020-03,Delhi,Renewable,Bio Waste,52
2020-03,Delhi,Renewable,Solar Ground,8.96
2020-03,Delhi,Renewable,Solar Rooftop,156.2
2020-03,Goa,Non-Renewable,Natural Gas,48
2020-03,Goa,Renewable,Bio Waste,0.34
2020-03,Goa,Renewable,Small Hydro,0.05
2020-03,Goa,Renewable,Solar Ground,0.95
2020-03,Goa,Renewable,Solar Rooftop,3.83
2020-03,Gujarat,Non-Renewable,Hydro,1990
2020-03,Gujarat,Non-Renewable,Natural Gas,7551.41
2020-03,Gujarat,Non-Renewable,Nuclear,440
2020-03,Gujarat,Non-Renewable,Thermal,16232
2020-03,Gujarat,Renewable,Bio Bagasse Cogen,65.3
2020-03,Gujarat,Renewable,Bio Other Cogen,12
2020-03,Gujarat,Renewable,Small Hydro,68.95
2020-03,Gujarat,Renewable,Solar Ground,2426.44
2020-03,Gujarat,Renewable,Solar Rooftop,521.93
2020-03,Gujarat,Renewable,Wind,7491.52
2020-03,Haryana,Non-Renewable,Natural Gas,431.59
2020-03,Haryana,Non-Renewable,Thermal,5540
2020-03,Haryana,Renewable,Bio Bagasse Cogen,121.4
2020-03,Haryana,Renewable,Bio Other Cogen,84.26
2020-03,Haryana,Renewable,Small Hydro,73.5
2020-03,Haryana,Renewable,Solar Ground,130.8
2020-03,Haryana,Renewable,Solar Rooftop,121.34
2020-03,Himachal Pradesh,Non-Renewable,Hydro,9809.02
2020-03,Himachal Pradesh,Renewable,Bio Other Cogen,7.2
2020-03,Himachal Pradesh,Renewable,Small Hydro,911.51
2020-03,Himachal Pradesh,Renewable,Solar Ground,17
2020-03,Himachal Pradesh,Renewable,Solar Rooftop,15.93
2020-03,Jammu & Kashmir,Non-Renewable,Hydro,3360
2020-03,Jammu & Kashmir,Non-Renewable,Natural Gas,175
2020-03,Jammu & Kashmir,Renewable,Small Hydro,180.48
2020-03,Jammu & Kashmir,Renewable,Solar Ground,8.49
2020-03,Jammu & Kashmir,Renewable,Solar Rooftop,10.81
2020-03,Jharkhand,Non-Renewable,Hydro,210
2020-03,Jharkhand,Non-Renewable,Thermal,4590
2020-03,Jharkhand,Renewable,Bio Other Cogen,4.3
2020-03,Jharkhand,Renewable,Small Hydro,4.05
2020-03,Jharkhand,Renewable,Solar Ground,19.05
2020-03,Jharkhand,Renewable,Solar Rooftop,19.35
2020-03,Karnataka,Non-Renewable,Hydro,3644.2
2020-03,Karnataka,Non-Renewable,Nuclear,880
2020-03,Karnataka,Non-Renewable,Thermal,9505.2
2020-03,Karnataka,Renewable,Bio Bagasse Cogen,1866.6
2020-03,Karnataka,Renewable,Bio Other Cogen,15.2
2020-03,Karnataka,Renewable,Bio Waste,1
2020-03,Karnataka,Renewable,Small Hydro,1280.73
2020-03,Karnataka,Renewable,Solar Ground,7045.16
2020-03,Karnataka,Renewable,Solar Rooftop,232.77
2020-03,Karnataka,Renewable,Wind,4790.6
2020-03,Kerala,Non-Renewable,Hydro,1856.5
2020-03,Kerala,Non-Renewable,Natural Gas,533.58
2020-03,Kerala,Non-Renewable,Thermal,159.96
2020-03,Kerala,Renewable,Bio Other Cogen,0.72
2020-03,Kerala,Renewable,Small Hydro,222.02
2020-03,Kerala,Renewable,Solar Ground,100
2020-03,Kerala,Renewable,Solar Rooftop,42.23
2020-03,Kerala,Renewable,Wind,62.5
2020-03,Ladakh,Non-Renewable,Hydro,89
2020-03,Lakshwadeep,Renewable,Solar Ground,0.75
2020-03,Madhya Pradesh,Non-Renewable,Hydro,2235
2020-03,Madhya Pradesh,Non-Renewable,Thermal,21150
2020-03,Madhya Pradesh,Renewable,Bio Bagasse Cogen,93
2020-03,Madhya Pradesh,Renewable,Bio Other Cogen,12.35
2020-03,Madhya Pradesh,Renewable,Bio Waste,15.4
2020-03,Madhya Pradesh,Renewable,Small Hydro,95.91
2020-03,Madhya Pradesh,Renewable,Solar Ground,2208.48
2020-03,Madhya Pradesh,Renewable,Solar Rooftop,49.98
2020-03,Madhya Pradesh,Renewable,Wind,2519.89
2020-03,Maharashtra,Non-Renewable,Hydro,3047
2020-03,Maharashtra,Non-Renewable,Natural Gas,3207.08
2020-03,Maharashtra,Non-Renewable,Nuclear,1400
2020-03,Maharashtra,Non-Renewable,Thermal,24966
2020-03,Maharashtra,Renewable,Bio Bagasse Cogen,2499.7
2020-03,Maharashtra,Renewable,Bio Other Cogen,16.4
2020-03,Maharashtra,Renewable,Bio Waste,12.59
2020-03,Maharashtra,Renewable,Small Hydro,379.575
2020-03,Maharashtra,Renewable,Solar Ground,1582.24
2020-03,Maharashtra,Renewable,Solar Rooftop,219.56
2020-03,Maharashtra,Renewable,Wind,5000.33
2020-03,Manipur,Non-Renewable,Hydro,105
2020-03,Manipur,Non-Renewable,Thermal,36
2020-03,Manipur,Renewable,Small Hydro,5.45
2020-03,Manipur,Renewable,Solar Rooftop,5.16
2020-03,Meghalaya,Non-Renewable,Hydro,322
2020-03,Meghalaya,Renewable,Bio Other Cogen,13.8
2020-03,Meghalaya,Renewable,Small Hydro,32.53
2020-03,Meghalaya,Renewable,Solar Rooftop,0.12
2020-03,Mizoram,Non-Renewable,Hydro,60
2020-03,Mizoram,Renewable,Small Hydro,36.47
2020-03,Mizoram,Renewable,Solar Ground,0.1
2020-03,Mizoram,Renewable,Solar Rooftop,1.42
2020-03,Nagaland,Non-Renewable,Hydro,75
2020-03,Nagaland,Renewable,Small Hydro,30.67
2020-03,Nagaland,Renewable,Solar Rooftop,1
2020-03,Odisha,Non-Renewable,Hydro,2142.25
2020-03,Odisha,Non-Renewable,Thermal,9800
2020-03,Odisha,Renewable,Bio Bagasse Cogen,50.4
2020-03,Odisha,Renewable,Bio Other Cogen,8.82
2020-03,Odisha,Renewable,Small Hydro,64.625
2020-03,Odisha,Renewable,Solar Ground,383.56
2020-03,Odisha,Renewable,Solar Rooftop,14.28
2020-03,Others,Renewable,Wind,4.3
2020-03,Pondicherry,Non-Renewable,Natural Gas,32.5
2020-03,Pondicherry,Renewable,Solar Ground,0.03
2020-03,Pondicherry,Renewable,Solar Rooftop,5.48
2020-03,Punjab,Non-Renewable,Hydro,1096.3
2020-03,Punjab,Non-Renewable,Thermal,5680
2020-03,Punjab,Renewable,Bio Bagasse Cogen,194
2020-03,Punjab,Renewable,Bio Other Cogen,123.1
2020-03,Punjab,Renewable,Bio Waste,10.75
2020-03,Punjab,Renewable,Small Hydro,173.55
2020-03,Punjab,Renewable,Solar Ground,828.58
2020-03,Punjab,Renewable,Solar Rooftop,118.52
2020-03,Rajasthan,Non-Renewable,Hydro,411
2020-03,Rajasthan,Non-Renewable,Natural Gas,1023.13
2020-03,Rajasthan,Non-Renewable,Nuclear,1180
2020-03,Rajasthan,Non-Renewable,Thermal,9820
2020-03,Rajasthan,Renewable,Bio Bagasse Cogen,119.3
2020-03,Rajasthan,Renewable,Bio Other Cogen,2
2020-03,Rajasthan,Renewable,Small Hydro,23.85
2020-03,Rajasthan,Renewable,Solar Ground,4882.69
2020-03,Rajasthan,Renewable,Solar Rooftop,255.22
2020-03,Rajasthan,Renewable,Wind,4299.72
2020-03,Sikkim,Non-Renewable,Hydro,2169
2020-03,Sikkim,Renewable,Small Hydro,52.11
2020-03,Sikkim,Renewable,Solar Rooftop,0.07
2020-03,Tamil Nadu,Non-Renewable,Hydro,2178.2
2020-03,Tamil Nadu,Non-Renewable,Natural Gas,1017.18
2020-03,Tamil Nadu,Non-Renewable,Nuclear,2440
2020-03,Tamil Nadu,Non-Renewable,Thermal,13371.701
2020-03,Tamil Nadu,Renewable,Bio Bagasse Cogen,969
2020-03,Tamil Nadu,Renewable,Bio Other Cogen,28.55
2020-03,Tamil Nadu,Renewable,Bio Waste,6.4
2020-03,Tamil Nadu,Renewable,Small Hydro,123.05
2020-03,Tamil Nadu,Renewable,Solar Ground,3759.89
2020-03,Tamil Nadu,Renewable,Solar Rooftop,155.99
2020-03,Tamil Nadu,Renewable,Wind,9304.34
2020-03,Telangana,Non-Renewable,Hydro,2405.6
2020-03,Telangana,Non-Renewable,Thermal,7182.5
2020-03,Telangana,Renewable,Bio Bagasse Cogen,158.1
2020-03,Telangana,Renewable,Bio Other Cogen,1
2020-03,Telangana,Renewable,Bio Waste,26
2020-03,Telangana,Renewable,Small Hydro,90.87
2020-03,Telangana,Renewable,Solar Ground,3530.29
2020-03,Telangana,Renewable,Solar Rooftop,90.46
2020-03,Telangana,Renewable,Wind,128.1
2020-03,Tripura,Non-Renewable,Natural Gas,1132.1
2020-03,Tripura,Renewable,Small Hydro,16.01
2020-03,Tripura,Renewable,Solar Ground,5
2020-03,Tripura,Renewable,Solar Rooftop,4.41
2020-03,Uttar Pradesh,Non-Renewable,Hydro,501.6
2020-03,Uttar Pradesh,Non-Renewable,Natural Gas,1493.14
2020-03,Uttar Pradesh,Non-Renewable,Nuclear,440
2020-03,Uttar Pradesh,Non-Renewable,Thermal,22409
2020-03,Uttar Pradesh,Renewable,Bio Bagasse Cogen,1957.5
2020-03,Uttar Pradesh,Renewable,Bio Other Cogen,158.01
2020-03,Uttar Pradesh,Renewable,Small Hydro,25.1
2020-03,Uttar Pradesh,Renewable,Solar Ground,949
2020-03,Uttar Pradesh,Renewable,Solar Rooftop,146.1
2020-03,Uttarakhand,Non-Renewable,Hydro,3756.35
2020-03,Uttarakhand,Non-Renewable,Natural Gas,450
2020-03,Uttarakhand,Renewable,Bio Bagasse Cogen,73
2020-03,Uttarakhand,Renewable,Bio Other Cogen,57.5
2020-03,Uttarakhand,Renewable,Small Hydro,214.32
2020-03,Uttarakhand,Renewable,Solar Ground,239.78
2020-03,Uttarakhand,Renewable,Solar Rooftop,76.12
2020-03,West Bengal,Non-Renewable,Hydro,1341.2
2020-03,West Bengal,Non-Renewable,Natural Gas,80
2020-03,West Bengal,Non-Renewable,Thermal,14165
2020-03,West Bengal,Renewable,Bio Bagasse Cogen,300
2020-03,West Bengal,Renewable,Bio Other Cogen,19.92
2020-03,West Bengal,Renewable,Small Hydro,98.5
2020-03,West Bengal,Renewable,Solar Ground,70
2020-03,West Bengal,Renewable,Solar Rooftop,44.46
2021-03,Andaman & Nicobar,Non-Renewable,Thermal,40.048
2021-03,Andaman & Nicobar,Renewable,Small Hydro,5.25
2021-03,Andaman & Nicobar,Renewable,Solar Ground,24.63
2021-03,Andaman & Nicobar,Renewable,Solar Rooftop,4.59
2021-03,Andhra Pradesh,Non-Renewable,Hydro,1610
2021-03,Andhra Pradesh,Non-Renewable,Natural Gas,4898.544
2021-03,Andhra Pradesh,Non-Renewable,Thermal,11626.8
2021-03,Andhra Pradesh,Renewable,Bio Bagasse Cogen,378.1
2021-03,Andhra Pradesh,Renewable,Bio Other Cogen,105.57
2021-03,Andhra Pradesh,Renewable,Bio Waste,23.16
2021-03,Andhra Pradesh,Renewable,Small Hydro,162.11
2021-03,Andhra Pradesh,Renewable,Solar Ground,4064.74
2021-03,Andhra Pradesh,Renewable,Solar Rooftop,138.26
2021-03,Andhra Pradesh,Renewable,Wind,4096.65
2021-03,Arunachal Pradesh,Non-Renewable,Hydro,1115
2021-03,Arunachal Pradesh,Renewable,Small Hydro,131.105
2021-03,Arunachal Pradesh,Renewable,Solar Ground,1.27
2021-03,Arunachal Pradesh,Renewable,Solar Rooftop,4.34
2021-03,Assam,Non-Renewable,Hydro,350
2021-03,Assam,Non-Renewable,Natural Gas,620.355
