YYYY-MM-DD,Capacity (MW),Type,State,GenType
01-03-2022,48.02,Renewable,Chandigarh,Solar Rooftop
01-03-2022,0,Renewable,Chandigarh,Bio Waster Offgrid
01-03-2022,0.81,Renewable,Chandigarh,Solar Offgrid
01-03-2022,0,Renewable,Chandigarh,Solar Hybrid
01-03-2022,0,Renewable,Chandigarh,Solar Ground Based
01-03-2022,0,Renewable,Chandigarh,Solar Rooftop
01-03-2022,0,Renewable,Chandigarh,Solar Hybrid
01-03-2022,0,Renewable,Chandigarh,Solar Offgrid
01-04-2022,0,Renewable,Chandigarh,Small Hydro
01-04-2022,0,Renewable,Chandigarh,Wind
01-04-2022,0,Renewable,Chandigarh,Bio Bagasse Cogen
01-04-2022,0,Renewable,Chandigarh,Bio Other Cogen
01-04-2022,0,Renewable,Chandigarh,Bio Waste
01-04-2022,0,Renewable,Chandigarh,Solar Ground
01-04-2022,0,Renewable,Chandigarh,Solar Rooftop
01-04-2022,0,Renewable,Chandigarh,Bio Waster Offgrid
01-04-2022,0,Renewable,Chandigarh,Solar Offgrid
01-04-2022,0,Renewable,Chandigarh,Solar Hybrid
01-04-2022,0,Renewable,Chandigarh,Solar Ground Based
01-04-2022,0,Renewable,Chandigarh,Solar Rooftop
01-04-2022,0,Renewable,Chandigarh,Solar Hybrid
01-04-2022,0,Renewable,Chandigarh,Solar Offgrid
01-05-2022,0,Renewable,Chandigarh,Small Hydro
01-05-2022,0,Renewable,Chandigarh,Wind
01-05-2022,0,Renewable,Chandigarh,Bio Bagasse Cogen
01-05-2022,0,Renewable,Chandigarh,Bio Other Cogen
01-05-2022,0,Renewable,Chandigarh,Bio Waste
01-05-2022,0,Renewable,Chandigarh,Solar Ground
01-05-2022,0,Renewable,Chandigarh,Solar Rooftop
01-05-2022,0,Renewable,Chandigarh,Bio Waster Offgrid
01-05-2022,0,Renewable,Chandigarh,Solar Offgrid
01-05-2022,0,Renewable,Chandigarh,Solar Hybrid
01-05-2022,0,Renewable,Chandigarh,Solar Ground Based
01-05-2022,0,Renewable,Chandigarh,Solar Rooftop
01-05-2022,0,Renewable,Chandigarh,Solar Hybrid
01-05-2022,0,Renewable,Chandigarh,Solar Offgrid
01-06-2022,0,Renewable,Chandigarh,Small Hydro
01-06-2022,0,Renewable,Chandigarh,Wind
01-06-2022,0,Renewable,Chandigarh,Bio Bagasse Cogen
01-06-2022,0,Renewable,Chandigarh,Bio Other Cogen
01-06-2022,0,Renewable,Chandigarh,Bio Waste
01-06-2022,0,Renewable,Chandigarh,Solar Ground
01-06-2022,0,Renewable,Chandigarh,Solar Rooftop
01-06-2022,0,Renewable,Chandigarh,Bio Waster Offgrid
01-06-2022,0,Renewable,Chandigarh,Solar Offgrid
01-06-2022,0,Renewable,Chandigarh,Solar Hybrid
01-06-2022,0,Renewable,Chandigarh,Solar Ground Based
01-06-2022,0,Renewable,Chandigarh,Solar Rooftop
01-06-2022,0,Renewable,Chandigarh,Solar Hybrid
01-06-2022,0,Renewable,Chandigarh,Solar Offgrid
01-07-2022,0,Renewable,Chandigarh,Small Hydro
01-07-2022,0,Renewable,Chandigarh,Wind
01-07-2022,0,Renewable,Chandigarh,Bio Bagasse Cogen
01-07-2022,0,Renewable,Chandigarh,Bio Other Cogen
01-07-2022,0,Renewable,Chandigarh,Bio Waste
01-07-2022,6.34,Renewable,Chandigarh,Solar Ground
01-07-2022,49.7,Renewable,Chandigarh,Solar Rooftop
01-07-2022,0,Renewable,Chandigarh,Bio Waster Offgrid
01-07-2022,0.81,Renewable,Chandigarh,Solar Offgrid
01-07-2022,0,Renewable,Chandigarh,Solar Hybrid
01-07-2022,0,Renewable,Chandigarh,Solar Ground Based
01-07-2022,0,Renewable,Chandigarh,Solar Rooftop
01-07-2022,0,Renewable,Chandigarh,Solar Hybrid
01-07-2022,0,Renewable,Chandigarh,Solar Offgrid
01-08-2022,0,Renewable,Chandigarh,Small Hydro
01-08-2022,0,Renewable,Chandigarh,Wind
01-08-2022,0,Renewable,Chandigarh,Bio Bagasse Cogen
01-08-2022,0,Renewable,Chandigarh,Bio Other Cogen
01-08-2022,0,Renewable,Chandigarh,Bio Waste
01-08-2022,0,Renewable,Chandigarh,Solar Ground
01-08-2022,0,Renewable,Chandigarh,Solar Rooftop
01-08-2022,0,Renewable,Chandigarh,Bio Waster Offgrid
01-08-2022,0,Renewable,Chandigarh,Solar Offgrid
01-08-2022,0,Renewable,Chandigarh,Solar Hybrid
01-08-2022,0,Renewable,Chandigarh,Solar Ground Based
01-08-2022,0,Renewable,Chandigarh,Solar Rooftop
01-08-2022,0,Renewable,Chandigarh,Solar Hybrid
01-08-2022,0,Renewable,Chandigarh,Solar Offgrid
01-09-2022,0,Renewable,Chandigarh,Small Hydro
01-09-2022,0,Renewable,Chandigarh,Wind
01-09-2022,0,Renewable,Chandigarh,Bio Bagasse Cogen
01-09-2022,0,Renewable,Chandigarh,Bio Other Cogen
01-09-2022,0,Renewable,Chandigarh,Bio Waste
01-09-2022,6.34,Renewable,Chandigarh,Solar Ground
01-09-2022,50.69,Renewable,Chandigarh,Solar Rooftop
01-09-2022,0,Renewable,Chandigarh,Bio Waster Offgrid
01-09-2022,0.81,Renewable,Chandigarh,Solar Offgrid
01-09-2022,0,Renewable,Chandigarh,Solar Hybrid
01-09-2022,0,Renewable,Chandigarh,Solar Ground Based
01-09-2022,0,Renewable,Chandigarh,Solar Rooftop
01-09-2022,0,Renewable,Chandigarh,Solar Hybrid
01-09-2022,0,Renewable,Chandigarh,Solar Offgrid
01-11-2022,0,Renewable,Chandigarh,Small Hydro
01-11-2022,0,Renewable,Chandigarh,Wind
01-11-2022,0,Renewable,Chandigarh,Bio Bagasse Cogen
01-11-2022,0,Renewable,Chandigarh,Bio Other Cogen
01-11-2022,0,Renewable,Chandigarh,Bio Waste
01-11-2022,0,Renewable,Chandigarh,Solar Ground
01-11-2022,0,Renewable,Chandigarh,Solar Rooftop
01-11-2022,0,Renewable,Chandigarh,Bio Waster Offgrid
01-11-2022,0,Renewable,Chandigarh,Solar Offgrid
01-11-2022,0,Renewable,Chandigarh,Solar Hybrid
01-11-2022,6.34,Renewable,Chandigarh,Solar Ground Based
01-11-2022,51.54,Renewable,Chandigarh,Solar Rooftop
01-11-2022,0,Renewable,Chandigarh,Solar Hybrid
01-11-2022,0.81,Renewable,Chandigarh,Solar Offgrid
01-12-2022,0,Renewable,Chandigarh,Small Hydro
01-12-2022,0,Renewable,Chandigarh,Wind
01-12-2022,0,Renewable,Chandigarh,Bio Bagasse Cogen
01-12-2022,0,Renewable,Chandigarh,Bio Other Cogen
01-12-2022,0,Renewable,Chandigarh,Bio Waste
01-12-2022,0,Renewable,Chandigarh,Solar Ground
01-12-2022,0,Renewable,Chandigarh,Solar Rooftop
01-12-2022,0,Renewable,Chandigarh,Bio Waster Offgrid
01-12-2022,0,Renewable,Chandigarh,Solar Offgrid
01-12-2022,0,Renewable,Chandigarh,Solar Hybrid
01-12-2022,6.34,Renewable,Chandigarh,Solar Ground Based
01-12-2022,51.54,Renewable,Chandigarh,Solar Rooftop
01-12-2022,0,Renewable,Chandigarh,Solar Hybrid
01-12-2022,0.81,Renewable,Chandigarh,Solar Offgrid
01-01-2023,0,Renewable,Chandigarh,Small Hydro
01-01-2023,0,Renewable,Chandigarh,Wind
01-01-2023,0,Renewable,Chandigarh,Bio Bagasse Cogen
01-01-2023,0,Renewable,Chandigarh,Bio Other Cogen
01-01-2023,0,Renewable,Chandigarh,Bio Waste
01-01-2023,0,Renewable,Chandigarh,Solar Ground
01-01-2023,0,Renewable,Chandigarh,Solar Rooftop
01-01-2023,0,Renewable,Chandigarh,Bio Waster Offgrid
01-01-2023,0,Renewable,Chandigarh,Solar Offgrid
01-01-2023,0,Renewable,Chandigarh,Solar Hybrid
01-01-2023,6.34,Renewable,Chandigarh,Solar Ground Based
01-01-2023,51.54,Renewable,Chandigarh,Solar Rooftop
01-01-2023,0,Renewable,Chandigarh,Solar Hybrid
01-01-2023,0.81,Renewable,Chandigarh,Solar Offgrid
01-03-2019,23328,Non-Renewable,Chhatisgarh,Thermal
01-03-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-03-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-03-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-03-2019,76,Renewable,Chhatisgarh,Small Hydro
01-03-2019,0,Renewable,Chhatisgarh,Wind
01-03-2019,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-03-2019,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-03-2019,0,Renewable,Chhatisgarh,Bio Waste
01-03-2019,215.83,Renewable,Chhatisgarh,Solar Ground
01-03-2019,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-03-2019,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-03-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-03-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-03-2019,0,Renewable,Chhatisgarh,Solar Ground Based
01-03-2019,0,Renewable,Chhatisgarh,Solar Rooftop
01-03-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-03-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-04-2019,23328,Non-Renewable,Chhatisgarh,Thermal
01-04-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-04-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-04-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-04-2019,76,Renewable,Chhatisgarh,Small Hydro
01-04-2019,0,Renewable,Chhatisgarh,Wind
01-04-2019,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-04-2019,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-04-2019,0,Renewable,Chhatisgarh,Bio Waste
01-04-2019,215.83,Renewable,Chhatisgarh,Solar Ground
01-04-2019,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-04-2019,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-04-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-04-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-04-2019,0,Renewable,Chhatisgarh,Solar Ground Based
01-04-2019,0,Renewable,Chhatisgarh,Solar Rooftop
01-04-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-04-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-05-2019,23328,Non-Renewable,Chhatisgarh,Thermal
01-05-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-05-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-05-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-05-2019,76,Renewable,Chhatisgarh,Small Hydro
01-05-2019,0,Renewable,Chhatisgarh,Wind
01-05-2019,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-05-2019,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-05-2019,0,Renewable,Chhatisgarh,Bio Waste
01-05-2019,215.83,Renewable,Chhatisgarh,Solar Ground
01-05-2019,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-05-2019,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-05-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-05-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-05-2019,0,Renewable,Chhatisgarh,Solar Ground Based
01-05-2019,0,Renewable,Chhatisgarh,Solar Rooftop
01-05-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-05-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-06-2019,23328,Non-Renewable,Chhatisgarh,Thermal
01-06-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-06-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-06-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-06-2019,76,Renewable,Chhatisgarh,Small Hydro
01-06-2019,0,Renewable,Chhatisgarh,Wind
01-06-2019,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-06-2019,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-06-2019,0,Renewable,Chhatisgarh,Bio Waste
01-06-2019,215.83,Renewable,Chhatisgarh,Solar Ground
01-06-2019,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-06-2019,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-06-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-06-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-06-2019,0,Renewable,Chhatisgarh,Solar Ground Based
01-06-2019,0,Renewable,Chhatisgarh,Solar Rooftop
01-06-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-06-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-07-2019,23328,Non-Renewable,Chhatisgarh,Thermal
01-07-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-07-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-07-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-07-2019,76,Renewable,Chhatisgarh,Small Hydro
01-07-2019,0,Renewable,Chhatisgarh,Wind
01-07-2019,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-07-2019,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-07-2019,0,Renewable,Chhatisgarh,Bio Waste
01-07-2019,215.83,Renewable,Chhatisgarh,Solar Ground
01-07-2019,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-07-2019,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-07-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-07-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-07-2019,0,Renewable,Chhatisgarh,Solar Ground Based
01-07-2019,0,Renewable,Chhatisgarh,Solar Rooftop
01-07-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-07-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-08-2019,23328,Non-Renewable,Chhatisgarh,Thermal
01-08-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-08-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-08-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-08-2019,76,Renewable,Chhatisgarh,Small Hydro
01-08-2019,0,Renewable,Chhatisgarh,Wind
01-08-2019,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-08-2019,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-08-2019,0,Renewable,Chhatisgarh,Bio Waste
01-08-2019,215.83,Renewable,Chhatisgarh,Solar Ground
01-08-2019,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-08-2019,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-08-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-08-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-08-2019,0,Renewable,Chhatisgarh,Solar Ground Based
01-08-2019,0,Renewable,Chhatisgarh,Solar Rooftop
01-08-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-08-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-09-2019,23128,Non-Renewable,Chhatisgarh,Thermal
01-09-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-09-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-09-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-10-2019,23128,Non-Renewable,Chhatisgarh,Thermal
01-10-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-10-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-10-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-10-2019,76,Renewable,Chhatisgarh,Small Hydro
01-10-2019,0,Renewable,Chhatisgarh,Wind
01-10-2019,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-10-2019,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-10-2019,0,Renewable,Chhatisgarh,Bio Waste
01-10-2019,215.83,Renewable,Chhatisgarh,Solar Ground
01-10-2019,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-10-2019,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-10-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-10-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-10-2019,0,Renewable,Chhatisgarh,Solar Ground Based
01-10-2019,0,Renewable,Chhatisgarh,Solar Rooftop
01-10-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-10-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-11-2019,23128,Non-Renewable,Chhatisgarh,Thermal
01-11-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-11-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-11-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-12-2019,23128,Non-Renewable,Chhatisgarh,Thermal
01-12-2019,0,Non-Renewable,Chhatisgarh,Natural Gas
01-12-2019,0,Non-Renewable,Chhatisgarh,Nuclear
01-12-2019,120,Non-Renewable,Chhatisgarh,Hydro
01-12-2019,76,Renewable,Chhatisgarh,Small Hydro
01-12-2019,0,Renewable,Chhatisgarh,Wind
01-12-2019,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-12-2019,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-12-2019,0,Renewable,Chhatisgarh,Bio Waste
01-12-2019,215.83,Renewable,Chhatisgarh,Solar Ground
01-12-2019,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-12-2019,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-12-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-12-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-12-2019,0,Renewable,Chhatisgarh,Solar Ground Based
01-12-2019,0,Renewable,Chhatisgarh,Solar Rooftop
01-12-2019,0,Renewable,Chhatisgarh,Solar Hybrid
01-12-2019,0,Renewable,Chhatisgarh,Solar Offgrid
01-01-2020,23128,Non-Renewable,Chhatisgarh,Thermal
01-01-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-01-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-01-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-01-2020,76,Renewable,Chhatisgarh,Small Hydro
01-01-2020,0,Renewable,Chhatisgarh,Wind
01-01-2020,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-01-2020,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-01-2020,0,Renewable,Chhatisgarh,Bio Waste
01-01-2020,215.83,Renewable,Chhatisgarh,Solar Ground
01-01-2020,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-01-2020,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-01-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-01-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-01-2020,0,Renewable,Chhatisgarh,Solar Ground Based
01-01-2020,0,Renewable,Chhatisgarh,Solar Rooftop
01-01-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-01-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-02-2020,23128,Non-Renewable,Chhatisgarh,Thermal
01-02-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-02-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-02-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-02-2020,76,Renewable,Chhatisgarh,Small Hydro
01-02-2020,0,Renewable,Chhatisgarh,Wind
01-02-2020,228,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-02-2020,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-02-2020,0,Renewable,Chhatisgarh,Bio Waste
01-02-2020,215.83,Renewable,Chhatisgarh,Solar Ground
01-02-2020,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-02-2020,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-02-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-02-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-02-2020,0,Renewable,Chhatisgarh,Solar Ground Based
01-02-2020,0,Renewable,Chhatisgarh,Solar Rooftop
01-02-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-02-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-03-2020,23128,Non-Renewable,Chhatisgarh,Thermal
01-03-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-03-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-03-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-03-2020,76,Renewable,Chhatisgarh,Small Hydro
01-03-2020,0,Renewable,Chhatisgarh,Wind
01-03-2020,242,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-03-2020,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-03-2020,0,Renewable,Chhatisgarh,Bio Waste
01-03-2020,215.83,Renewable,Chhatisgarh,Solar Ground
01-03-2020,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-03-2020,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-03-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-03-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-03-2020,0,Renewable,Chhatisgarh,Solar Ground Based
01-03-2020,0,Renewable,Chhatisgarh,Solar Rooftop
01-03-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-03-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-04-2020,23128,Non-Renewable,Chhatisgarh,Thermal
01-04-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-04-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-04-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-05-2020,23128,Non-Renewable,Chhatisgarh,Thermal
01-05-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-05-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-05-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-05-2020,76,Renewable,Chhatisgarh,Small Hydro
01-05-2020,0,Renewable,Chhatisgarh,Wind
01-05-2020,242,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-05-2020,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-05-2020,0,Renewable,Chhatisgarh,Bio Waste
01-05-2020,215.83,Renewable,Chhatisgarh,Solar Ground
01-05-2020,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-05-2020,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-05-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-05-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-05-2020,0,Renewable,Chhatisgarh,Solar Ground Based
01-05-2020,0,Renewable,Chhatisgarh,Solar Rooftop
01-05-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-05-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-06-2020,23128,Non-Renewable,Chhatisgarh,Thermal
01-06-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-06-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-06-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-06-2020,76,Renewable,Chhatisgarh,Small Hydro
01-06-2020,0,Renewable,Chhatisgarh,Wind
01-06-2020,242,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-06-2020,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-06-2020,0,Renewable,Chhatisgarh,Bio Waste
01-06-2020,215.83,Renewable,Chhatisgarh,Solar Ground
01-06-2020,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-06-2020,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-06-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-06-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-06-2020,0,Renewable,Chhatisgarh,Solar Ground Based
01-06-2020,0,Renewable,Chhatisgarh,Solar Rooftop
01-06-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-06-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-07-2020,23928,Non-Renewable,Chhatisgarh,Thermal
01-07-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-07-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-07-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-08-2020,23928,Non-Renewable,Chhatisgarh,Thermal
01-08-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-08-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-08-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-08-2020,76,Renewable,Chhatisgarh,Small Hydro
01-08-2020,0,Renewable,Chhatisgarh,Wind
01-08-2020,242.4,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-08-2020,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-08-2020,0,Renewable,Chhatisgarh,Bio Waste
01-08-2020,215.83,Renewable,Chhatisgarh,Solar Ground
01-08-2020,15.52,Renewable,Chhatisgarh,Solar Rooftop
01-08-2020,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-08-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-08-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-08-2020,0,Renewable,Chhatisgarh,Solar Ground Based
01-08-2020,0,Renewable,Chhatisgarh,Solar Rooftop
01-08-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-08-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-09-2020,23928,Non-Renewable,Chhatisgarh,Thermal
01-09-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-09-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-09-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-09-2020,76,Renewable,Chhatisgarh,Small Hydro
01-09-2020,0,Renewable,Chhatisgarh,Wind
01-09-2020,242.4,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-09-2020,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-09-2020,0,Renewable,Chhatisgarh,Bio Waste
01-09-2020,215.83,Renewable,Chhatisgarh,Solar Ground
01-09-2020,22.73,Renewable,Chhatisgarh,Solar Rooftop
01-09-2020,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-09-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-09-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-09-2020,0,Renewable,Chhatisgarh,Solar Ground Based
01-09-2020,0,Renewable,Chhatisgarh,Solar Rooftop
01-09-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-09-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-10-2020,23928,Non-Renewable,Chhatisgarh,Thermal
01-10-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-10-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-10-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-10-2020,76,Renewable,Chhatisgarh,Small Hydro
01-10-2020,0,Renewable,Chhatisgarh,Wind
01-10-2020,242.4,Renewable,Chhatisgarh,Bio Bagasse Cogen
01-10-2020,2.5,Renewable,Chhatisgarh,Bio Other Cogen
01-10-2020,0,Renewable,Chhatisgarh,Bio Waste
01-10-2020,215.83,Renewable,Chhatisgarh,Solar Ground
01-10-2020,24.07,Renewable,Chhatisgarh,Solar Rooftop
01-10-2020,0,Renewable,Chhatisgarh,Bio Waster Offgrid
01-10-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-10-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-10-2020,0,Renewable,Chhatisgarh,Solar Ground Based
01-10-2020,0,Renewable,Chhatisgarh,Solar Rooftop
01-10-2020,0,Renewable,Chhatisgarh,Solar Hybrid
01-10-2020,0,Renewable,Chhatisgarh,Solar Offgrid
01-11-2020,23928,Non-Renewable,Chhatisgarh,Thermal
01-11-2020,0,Non-Renewable,Chhatisgarh,Natural Gas
01-11-2020,0,Non-Renewable,Chhatisgarh,Nuclear
01-11-2020,120,Non-Renewable,Chhatisgarh,Hydro
01-11-2020,76,Renewable,Chhatisgarh,Small Hydro
